Date,day,camping0T1,camping0T2,camping0T3,camping0T2P,camping1T1,camping1T2,camping1T3,camping1T2P,camping2T1,camping2T2,camping2T3,camping2T2P,camping3T1,camping3T2,camping3T3,camping3T2P,camping4T1,camping4T2,camping4T3,camping4T2P,camping5T1,camping5T2,camping5T3,camping5T2P,camping6T1,camping6T2,camping6T3,camping6T2P,camping7T1,camping7T2,camping7T3,camping7T2P,camping8T1,camping8T2,camping8T3,camping8T2P,entrance0T1,entrance0T2,entrance0T3,entrance0T4,entrance0T5,entrance0T6,entrance1T1,entrance1T2,entrance1T3,entrance1T4,entrance1T5,entrance1T6,entrance2T1,entrance2T2,entrance2T3,entrance2T4,entrance2T5,entrance2T6,entrance3T1,entrance3T2,entrance3T3,entrance3T4,entrance3T5,entrance3T6,entrance4T1,entrance4T2,entrance4T3,entrance4T4,entrance4T5,entrance4T6,gate0T2P,gate1T2P,gate2T2P,gate3T4,gate3T2P,gate4T2P,gate5T4,gate5T2P,gate6T4,gate6T2P,gate7T2P,gate8T2P,general-gate0T1,general-gate0T2,general-gate0T3,general-gate0T2P,general-gate1T1,general-gate1T2,general-gate1T3,general-gate1T4,general-gate1T5,general-gate1T6,general-gate1T2P,general-gate2T1,general-gate2T2,general-gate2T3,general-gate2T4,general-gate2T5,general-gate2T6,general-gate2T2P,general-gate3T1,general-gate3T2,general-gate3T3,general-gate3T2P,general-gate4T1,general-gate4T2,general-gate4T3,general-gate4T4,general-gate4T5,general-gate4T6,general-gate4T2P,general-gate5T1,general-gate5T2,general-gate5T3,general-gate5T4,general-gate5T5,general-gate5T6,general-gate5T2P,general-gate6T1,general-gate6T2,general-gate6T3,general-gate6T2P,general-gate7T1,general-gate7T2,general-gate7T3,general-gate7T4,general-gate7T5,general-gate7T6,general-gate7T2P,ranger-baseT2P,ranger-stop0T1,ranger-stop0T2,ranger-stop0T3,ranger-stop0T4,ranger-stop0T5,ranger-stop0T6,ranger-stop0T2P,ranger-stop1T1,ranger-stop1T2P,ranger-stop2T1,ranger-stop2T2,ranger-stop2T3,ranger-stop2T4,ranger-stop2T5,ranger-stop2T6,ranger-stop2T2P,ranger-stop3T4,ranger-stop3T2P,ranger-stop4T2P,ranger-stop5T2P,ranger-stop6T4,ranger-stop6T2P,ranger-stop7T2P
12/30/2015,251.00,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,1,2,,,,1,,,,,,1,1,,1,,,,2,2,1,,,,,,,,,,,2,,2,2,,6,,4,,6,,,,,1,1,,1,,,,1,1,,1,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,1,,2,,,,4,6,1,1,,1,,,,,2,1,1,,1,,,,,2,2,2,,6,
12/31/2015,252.00,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,1,,,,,2,,,,,,,,2,,,,1,1,,,,,,,,,4,2,,4,,2,2,4,,,,,3,1,,,,,,3,1,,,,,,,,,1,2,1,,,,,,1,1,,,,,3,,,,,2,1,2,,,,,4,3,1,,,,,,,,3,1,,,,,,,4,,2,,4,2
,253.00,69,21,16,26,16,2,6,,64,26,14,36,73,39,35,36,83,50,23,40,74,34,22,28,72,46,27,38,74,40,36,48,65,34,16,175,346,288,157,132,97,38,363,262,134,145,96,54,415,273,177,152,96,47,443,303,192,167,107,44,384,272,153,146,98,44,46,46,156,12,444,336,12,623,12,431,246,752,6,,5,,678,459,283,216,152,67,183,676,459,283,216,152,67,235,15,4,1,135,433,282,157,105,67,45,152,370,256,144,117,77,32,540,74,40,36,48,607,382,222,143,96,54,385,752,676,459,283,216,152,67,327,,162,676,459,283,216,152,67,314,12,444,198,336,12,699,246
,254.00,,4,,,,,2,,2,4,,2,1,2,4,6,3,2,,8,4,4,,4,6,6,4,8,6,2,4,12,,4,,40,15,14,12,13,4,3,15,11,10,10,2,6,15,15,13,7,2,2,22,20,10,9,5,3,23,14,7,5,1,4,5,5,42,2,110,86,2,138,2,92,58,172,,,2,,36,23,18,10,3,4,46,36,23,18,10,3,4,54,,,,36,18,14,11,6,1,4,40,26,14,7,6,1,3,128,6,2,4,12,23,23,14,10,2,6,90,172,36,23,18,10,3,4,76,,44,36,23,18,10,3,4,75,2,110,50,86,2,161,58
1/1/2016,255.00,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,1,,2,1,,,,,1,,,,,,1,,,,1,,,1,,,,,,,,,,,,,4,,,6,,6,4,6,,,,,,,1,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,4,,,,,,,3,,,,2,6,,,1,,,,,,,,,1,,,,,,4,,,,6,4
1/2/2016,256.00,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,1,,,,,,1,,,1,,1,,,,1,,,1,,,,,,1,,,,,,,2,,,2,,2,2,2,,,,,1,,1,1,,,,1,,1,1,,,,,,,,,,,,,,,,,1,1,,,2,,,,,,,,1,,,,2,1,,1,1,,,,,,1,,1,1,,,,,2,,,,2,2
1/3/2016,257.00,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,1,1,,,,,,1,,3,,,,,,2,,,,,,,,,,,,1,,,,,,,,6,4,,5,,3,2,6,,,,,,,3,,,,1,,,3,,,,1,,,,1,1,,3,,,,1,,,2,,,,4,,,2,,1,,3,,,,2,6,,,3,,,,1,,,,,3,,,,2,,6,,4,,5,2
1/4/2016,258.00,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,6,,,,3,,,,,,,,1,,,,,1,1,,,,,1,1,2,,,,,1,,,,,1,1,4,,2,2,,5,,5,2,8,,,2,,1,,2,,,,3,1,,2,,,,5,,,,1,,,,,,,2,,,,,,,6,,,,6,,1,,,,,6,8,1,,2,,,,6,,6,1,,2,,,,4,,2,2,2,,7,2
1/5/2016,259.00,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,1,1,,,,,,,,,,1,,,,,,,1,1,,,,1,,,,,2,2,,2,,,,2,,,,,1,1,,,,,,1,1,,,,,,,,,1,1,1,,,,,,1,1,,,,,1,,,,,1,1,,,,,,2,1,1,,,,,,,,1,1,,,,,,,2,,2,,2,
1/6/2016,260.00,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,1,,,1,,,,1,,1,,,,2,,1,,,1,1,,,,,,,2,,2,6,,6,,8,2,6,,,,,1,,,1,,,2,1,,,1,,,4,,,,1,1,,,1,,,2,1,,,,,,5,,,,,1,1,,1,,,9,6,1,,,1,,,5,,2,1,,,1,,,5,,2,6,6,,9,2
1/7/2016,261.00,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,1,1,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,4,,6,4,,6,,6,6,6,,,,,1,,,1,,,4,1,,,1,,,4,,,,2,,1,,,,,4,1,,,,,,8,,,,,,2,,,,,6,6,1,,,1,,,6,,4,1,,,1,,,6,,6,4,4,,8,6
1/8/2016,262.00,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,2,1,,1,,,1,,,,,,2,2,,,,,2,,,1,,,,,,,4,2,,3,,1,,6,,,,,2,,,1,,,1,2,,,1,,,1,,,,1,1,,,1,,,1,1,,,1,,,4,,,,,2,2,,1,,,2,6,2,,,1,,,2,,,2,,,1,,,1,,4,2,2,,3,
1/9/2016,263.00,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,2,,,2,,,,1,,,,,,,2,,,,,2,,,,,,,3,,,,,1,1,,,,,1,,,4,,4,6,,7,,7,4,8,,,,,3,,,,,1,3,3,,,,,1,3,,,,1,1,,,,,1,3,3,,,,,1,6,2,,,2,2,,,,,2,8,8,3,,,,,1,7,,4,3,,,,,1,4,,4,4,6,,8,4
1/10/2016,264.00,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,2,,1,,2,1,,1,,,,,1,,,,,,1,,,,2,,,1,,,,1,,,,1,1,,,2,2,,3,,1,,8,,,,,,2,1,1,,,3,,2,1,1,,,3,,,,1,,,,1,,,2,,,1,,,,4,,,,2,,,,1,,,3,8,,2,1,1,,,4,,,,2,1,1,,,5,,2,2,2,,3,
1/11/2016,265.00,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,1,,,2,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,2,,,,,1,,2,,,1,2,1,,2,,,1,2,,,,,1,,1,,,1,2,1,,,,,,2,,,,,2,,1,1,,1,2,2,1,,2,,,1,3,,,1,,2,,,1,3,,,2,,,,
1/12/2016,266.00,,,,,,,,,,,,,,,,,,,,2,,,,2,,,2,,,,,,,,,,1,,,1,,,,,,1,,1,1,,,,,,,,,,,2,,,2,,,1,,,2,,2,2,,6,,6,2,6,,,,,1,,,,,1,,1,,,,,1,,,,,,,,,1,,,,,,,,,1,2,,,,,,,,1,,1,4,6,1,,,,,1,,,2,1,,,,,1,,,2,,2,,6,2
1/13/2016,267.00,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,3,,,,1,,,,,,1,1,,,,,,2,,1,,,,1,,1,,,,,,,,2,,6,6,,8,,4,2,8,,,,,1,,,,2,,2,1,,,,2,,2,,,,3,,,,1,1,,2,1,,,,,,5,2,,,,,,,1,1,,5,8,1,,,,2,,3,,2,1,,,,2,,3,,6,2,6,,10,2
1/14/2016,268.00,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,3,,2,,,,,,2,,,,,,,,,,,,4,,,,,,1,,,,,,,2,,6,6,,6,,2,2,6,,,,,,3,,,,,2,,3,,,,,2,,,,3,,2,,,,,2,,3,,,,,5,,,,,,3,,,,,3,6,,3,,,,,3,,2,,3,,,,,3,,6,2,6,,7,2
1/15/2016,269.00,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,2,,,,,,,1,,,,,,1,1,1,,,,,1,1,,,,,1,,,,,,,2,,6,4,,5,,3,2,8,,,,,1,2,1,,,,3,1,2,1,,,,3,,,,2,1,1,,,,,3,,1,,,,,7,,,,2,1,1,,,,,5,8,1,2,1,,,,4,,2,1,2,1,,,,5,,6,4,4,,6,2
1/16/2016,270.00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,,,,,,,1,,1,,,,1,,,,,,1,1,1,,,,,1,,,,,,1,,,,,,,,3,,2,2,,6,,4,4,5,,,,,2,1,,,,,1,2,1,,,,,1,,,,1,1,,,,,1,1,1,,,,,,2,,,,,1,,,,,1,3,5,2,1,,,,,1,,3,2,1,,,,,2,,2,,2,,7,4
1/17/2016,271.00,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,1,1,1,1,,,,1,,,,,,,,,,,,2,,1,,,,2,,,,,,,,1,,4,2,,4,,2,2,9,,,,,4,,,,,,3,4,,,,,,5,,,,1,1,1,,,,,3,4,,,,,,8,2,,,,1,1,,,,,4,9,4,,,,,,7,,1,4,,,,,,6,,4,4,2,,5,2
1/18/2016,272.00,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,2,,1,,,,,,1,1,,,,1,1,,,,,,1,1,,,,2,1,,,,,,,,,,,,,,,,2,,,,,3,3,,,,,,3,3,,,,,,,,,,3,1,,,,,,2,2,,,,,2,,,,,3,1,1,,,,,2,3,3,,,,,,,,3,3,,,,,,,,,,,,
1/19/2016,273.00,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,1,,,1,1,,,,,2,1,,,,,,,,2,,,2,1,,1,,,,,2,2,6,6,2,6,2,2,2,8,,,,,2,1,,1,,,2,2,1,,1,,,4,,,,3,1,2,,,,,2,1,,,3,,,7,,,,,1,2,,,,,3,8,2,1,,1,,,5,,2,2,1,,1,,,3,2,6,2,6,2,7,2
1/20/2016,274.00,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,1,1,,,1,,1,2,1,,,,1,,1,,1,,,2,,,,,,,,,2,,,2,,2,2,2,,,,,1,2,1,,,,,1,2,1,,,,,,,,,,2,,,,,,,1,,,,,2,,,,,1,2,,,1,,,2,1,2,1,,,,,,,1,2,1,,,,,,2,,,,2,2
1/21/2016,275.00,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,1,,,1,,,,,,,,,,1,,1,,,1,1,,,,,2,,,,,,,,4,,4,4,,4,,4,4,4,,,,,2,1,,1,,,4,2,1,,1,,,4,,,,2,,,,,,,4,2,1,,,,,6,,,,,,,,,,,6,4,2,1,,1,,,6,,4,2,1,,1,,,6,,4,4,4,,6,4
1/22/2016,276.00,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,1,,,,,,,1,2,,,,,,1,,,,,1,1,,,,1,,,,,4,2,,6,,4,4,8,,,,,,1,,,,1,2,,1,,,,1,2,,,,1,,,,,,,2,,1,,,,1,5,,,,,,,,,,,2,8,,1,,,,1,3,,,,1,,,,1,3,,4,2,2,,7,4
1/23/2016,277.00,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,,,,1,1,,,,,1,,,,1,,1,,,,,,2,1,,,,,,,2,,,2,,2,2,2,,,,,,,1,1,,,,,,1,1,,,,,,,,,,2,1,,,,,,1,1,,,2,,,,,,,3,1,,,,2,,,1,1,,,,,,,,1,1,,,,,2,,,,2,2
1/24/2016,278.00,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,1,1,,,,1,,,,,,,1,1,,,,1,,,,,1,,,,,,,,2,,6,6,,6,,2,,5,,,,,1,,1,1,,,1,1,,1,1,,,1,,,,3,1,,,,,,1,1,,,,,,4,,,,,1,1,,,,,3,5,1,,1,1,,,2,,2,1,,1,1,,,1,,6,2,6,,7,
1/25/2016,279.00,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,3,,1,,1,,1,1,,,1,,1,1,,,1,,,,,,1,,,,1,,,,,,,,,6,6,,6,,,2,9,,,,,1,1,,1,,,1,1,1,,1,,,1,,,,3,1,,,,,1,1,1,1,,,,,4,,,,,1,,,1,,1,,9,1,1,,1,,,1,,,1,1,,1,,,2,,6,,6,,6,2
1/26/2016,280.00,,,,,,,,,,,,,1,,,,1,,,,,,,,2,,,,,,,,,,,1,1,,,,1,,,1,,,,,1,,,,,,1,1,,,1,,1,,,,,,,,,,2,2,,4,,2,,4,,,,,2,,,,,,,2,,,,,,,,,,1,,,,,,,,2,,,,,,1,,,,,,1,,,,,2,4,2,,,,,,,,,2,,,,,,,,2,2,2,,4,
1/27/2016,281.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,,2,,,,1,,1,,,,1,1,,,,,,1,,,,,1,,1,,,,2,2,4,,4,2,,5,,5,2,6,,,,,,1,1,,,,5,,1,1,,,,3,,,,1,1,,2,,,,2,,1,1,,,,6,,2,,,1,,2,,,,5,6,,1,1,,,,4,,4,,1,1,,,,7,,4,4,2,,8,2
1/28/2016,282.00,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,1,,,2,1,1,,,,1,1,,1,,,1,1,2,,6,2,,5,,3,,8,,,,,1,1,,,,,1,1,1,,,,,1,,,,1,,1,,,,,,1,1,,,,,6,,,,,1,2,,,,,3,8,1,1,,,,,1,,2,1,1,,,,,2,,6,,2,,6,
1/29/2016,283.00,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,3,,1,,1,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,,1,,,,2,,,,,2,,2,,2,,,,,2,,1,,1,,,2,,1,,1,,,,,,,2,,,,,,,1,,,,1,,,,,,,2,,,1,,,2,2,2,,1,,1,,,,2,2,,1,,1,,,,,,,,2,
1/30/2016,284.00,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,1,,,,,3,1,,,,,,1,,,,,2,,,,,,,,,4,4,,4,,,,4,,,,,,3,1,,,,,,3,1,,,,,,,,2,,2,,,,,,,1,,,,,2,,,,,,2,1,,,,,4,,3,1,,,,,,,,3,1,,,,,,4,,4,,4,
1/31/2016,285.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,1,,,,,,,,,,,1,,,,1,,1,1,,,1,,,,,,,,,,4,2,,6,,4,4,6,,,,,1,,1,,,,,1,,1,,,,2,,,,,,,,,,,,1,,1,,,,6,,,2,,,,,,,,,6,1,,1,,,,2,,,1,,1,,,,2,,4,,2,,6,4
,286.00,2,2,,6,,2,2,,,,2,8,4,2,8,10,2,2,2,,,2,2,4,6,4,,4,2,4,6,8,2,,,35,47,36,24,17,18,6,54,37,28,24,16,9,53,34,31,27,21,7,56,40,26,33,22,11,48,39,31,31,19,7,9,9,26,2,80,48,2,112,2,84,52,138,,,1,,77,61,54,40,30,14,36,77,61,54,40,30,14,40,,,,21,43,35,31,13,10,5,31,39,36,28,24,14,7,103,2,4,6,8,62,43,38,24,16,9,71,138,77,61,54,40,30,14,59,,30,77,61,54,40,30,14,57,2,80,42,48,2,127,52
2/1/2016,287.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,1,1,2,2,1,,3,1,,,1,,3,,1,2,1,,6,,2,,,,4,,3,,1,,,,,,,,,2,,,,2,,,,,6,,4,2,2,,,6,,4,2,2,,,,,,,1,1,,,1,,,4,,4,,1,,2,,,2,,3,1,,,1,,,2,6,,4,2,2,,,,,6,,4,2,2,,,,,,,,2,
2/2/2016,288.00,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,1,1,,,,1,3,,1,1,,2,1,,2,,,4,3,2,2,2,,2,2,1,3,1,,,,,,2,,,3,,3,4,4,,,,,5,3,1,3,1,,1,5,3,1,3,1,,1,,,,,1,2,,1,,,1,2,2,1,2,1,,3,,,,,1,3,,1,1,,,4,5,3,1,3,1,,2,,,5,3,1,3,1,,2,,2,,,,3,4
2/3/2016,289.00,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,2,,,1,,1,1,,,,1,2,2,1,,1,1,1,3,2,,,,1,2,1,,,1,1,1,1,2,,4,2,,9,,9,4,8,,,,,4,2,,1,,2,1,4,2,,1,,2,1,,,,,2,,,,,1,,2,1,,,,1,5,,,,2,3,,,,,2,5,8,4,2,,1,,2,3,,2,4,2,,1,,2,3,,4,2,2,,9,4
2/4/2016,290.00,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,3,2,1,,,,2,3,1,,,,3,2,2,,1,,3,1,1,,,,3,2,1,,,,,,,,4,2,,4,,2,2,4,,,,,4,4,1,,1,,,4,4,1,,1,,,,,,1,1,3,1,,1,,,2,2,,,,,3,,,,,2,3,1,,1,,,4,4,4,1,,1,,,,,4,4,1,,1,,,,4,,2,,4,2
2/5/2016,291.00,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,1,1,1,2,,,,1,1,2,,,,2,1,5,,,,,2,2,,,,2,3,1,,,,2,2,2,,2,2,,4,,4,2,4,,,,,2,4,6,,,,2,2,4,6,,,,2,,,,1,1,1,3,,,,2,1,3,1,,,,3,,,,2,1,1,4,,,,3,4,2,4,6,,,,3,,2,2,4,6,,,,3,,2,2,2,,7,2
2/6/2016,292.00,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,4,1,,3,1,1,1,1,1,3,,,2,1,1,2,,,2,1,2,2,1,,1,,,2,,1,,,2,,4,4,,4,,2,2,4,,,,,1,1,1,2,,1,2,1,1,1,2,,1,2,,,,2,1,,,3,,,2,1,,,1,,1,4,,,,,1,1,1,3,,,3,4,1,1,1,2,,1,3,,2,1,1,1,2,,1,3,,4,2,4,,5,2
2/7/2016,293.00,,,,2,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,3,3,1,2,1,,,1,,1,,,,,1,1,,,2,3,2,3,1,,1,1,,,,,,4,,2,,4,,,1,,2,2,2,3,1,,,2,2,2,4,1,,2,,,,,3,3,1,1,1,,,2,2,2,3,1,,2,,,,,3,3,1,2,1,,1,4,2,2,2,4,1,,2,,,2,2,2,4,1,,,,,,,,4,
2/8/2016,294.00,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,,2,,2,3,1,2,,,2,,,,,,3,2,,2,1,,,2,3,,2,,,,,,2,,,2,,2,2,2,,,,,2,2,3,1,2,,,2,2,3,,2,,,,,,,1,2,3,1,,,,,2,3,,2,,2,,,,,2,3,3,2,,,,2,2,2,3,,2,,,,,2,2,3,,2,,,,2,,,,2,2
2/9/2016,295.00,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,1,,,,,1,1,2,,,1,3,1,1,2,,,3,,,2,,1,1,,1,2,1,,,,,,2,,,2,,2,2,4,,,,,2,1,2,2,1,,2,2,1,2,2,1,,2,,,,,,2,2,,,,2,,,1,1,1,,4,,,,,1,2,2,,,1,2,4,2,1,2,2,1,,3,,,2,1,2,2,1,,3,,2,2,,,2,2
2/10/2016,296.00,,,,,,,,,,,,,2,,,2,,1,,,,,,,,,,,,,,,,,,,2,1,,,2,,5,1,,,1,,4,1,,,2,1,7,2,,,,2,4,,,,1,1,,,,,,2,,2,,4,,4,,,,,4,1,,,3,2,,4,1,,,3,2,,,,,,3,1,,,1,,,2,,,,1,1,,,,,,7,2,,,1,,4,4,4,1,,,3,2,,,,4,1,,,3,2,,,,2,2,,5,
2/11/2016,297.00,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,1,2,,,1,1,,4,1,,,1,,1,2,,1,,,2,1,1,,2,1,2,2,1,2,1,1,,,,,4,2,,4,,2,2,6,,,,,3,2,1,1,1,1,,3,2,1,1,1,1,,,,,1,3,1,,,,,,2,1,1,1,1,1,3,,,,,5,1,,,1,,,6,3,2,1,1,1,1,,,,3,2,1,1,1,1,,,4,,2,,4,2
2/12/2016,298.00,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,4,,1,,,1,,1,,2,,2,,1,1,2,1,4,,,,,1,4,,,,2,,,,,,,,,,,3,,3,2,6,,,,,1,1,4,1,4,,1,1,1,4,1,4,,1,,,,,1,,4,,1,,1,,,2,,,,3,,,,,1,,4,,2,,4,6,1,1,4,1,4,,2,,,1,1,4,1,4,,1,,,2,,,3,2
2/13/2016,299.00,,,,,,,,,,,,,,,,4,,,,,,,2,,,,,,,,,,,,,3,2,1,,,1,,4,2,1,1,1,,,2,2,1,1,,2,,2,1,1,,2,1,3,,2,,2,2,2,,4,2,,8,,6,2,8,,,,,2,3,1,2,3,,2,2,3,1,1,3,,2,,,,1,3,2,1,1,1,,,2,1,1,,2,,5,,,,,4,2,3,1,1,,4,8,2,3,1,1,3,,2,,4,2,3,1,2,3,,3,,4,,2,,8,2
2/14/2016,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,4,,1,,,,3,2,3,,2,2,3,2,2,,1,,2,,2,,,1,,,3,,1,,,2,,6,2,,6,,6,4,6,,,,,1,5,2,2,,2,2,1,5,2,3,,2,4,,,,1,,3,2,1,,2,2,,2,,2,,1,7,,2,,,,3,2,3,,2,5,6,1,5,2,3,,2,5,,2,1,5,2,2,,2,5,,6,4,2,,7,4
2/15/2016,301.00,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,,1,2,2,,,2,,,1,1,1,2,1,2,,,,,,1,4,1,1,2,,1,1,,,,,2,,4,4,,6,,4,2,6,,,,,2,1,1,1,,,2,2,1,1,1,,,2,,,,2,2,,1,,,,2,1,,,1,,,4,,,,,2,,2,1,1,1,6,6,2,1,1,1,,,3,,2,2,1,1,1,,,3,,4,4,4,,7,2
2/16/2016,302.00,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,3,,1,1,,1,1,2,4,2,1,,,1,3,,1,2,,2,2,,2,,,1,2,1,2,1,1,,,,2,4,2,2,4,2,2,,4,,,,,2,3,1,1,1,1,,2,3,1,1,1,1,,,,,1,1,3,2,1,,,,1,2,1,3,,1,5,,2,,,2,4,2,1,,,2,4,2,3,1,1,1,1,,,,2,3,1,1,1,1,,2,4,,2,2,4,
2/17/2016,303.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,1,1,2,,,2,,,1,2,,,,3,1,1,1,1,,,1,1,1,1,,,1,,2,,,,,2,,4,2,,6,,6,4,8,,,,,1,2,1,1,1,,4,1,2,1,1,1,,4,,,,1,,1,1,,,,4,,1,,1,,,7,2,,,2,,1,2,,,,7,8,1,2,1,1,1,,6,,2,1,2,1,1,1,,6,,4,6,2,,8,4
2/18/2016,304.00,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,3,3,,1,1,,,3,1,2,,1,1,,1,,1,2,,1,2,,,1,,,2,,,,,2,,2,,2,,,,,,2,3,2,,2,,,2,3,2,,2,,,,,,2,3,,1,,,,,1,2,,,1,,,,,,3,3,,1,1,,2,2,,2,3,2,,2,,,4,,2,3,2,,2,,,,,,,2,
2/19/2016,305.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,1,1,,1,,1,,1,,1,1,2,,2,,,1,2,,2,1,1,2,1,,1,,1,,,,,,,,2,2,,2,,,,4,,,,,2,,1,1,2,,,1,,1,1,2,,,,,,1,1,,1,,2,,,,,1,,,,1,,,2,,1,,1,1,2,,,4,1,,1,1,2,,,,,2,,1,1,2,,,,2,,2,,2,
2/20/2016,306.00,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,1,,2,1,1,,,,1,1,1,2,,,2,2,2,2,1,,3,2,2,,,,,,,,6,,,6,,6,6,6,,,,,3,3,3,2,,,,4,3,3,2,,,,,,,,2,2,1,,,,,3,2,2,,,,6,,,,,2,2,1,,,,,6,4,3,3,2,,,,,,3,3,3,2,,,,,6,,,,6,6
2/21/2016,307.00,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,1,1,3,,,2,,,,,1,,3,,2,,,1,1,,2,,,1,1,2,,,,,1,,1,,2,,,,,1,1,,2,,1,1,1,1,,2,,1,1,,,,,,,1,1,,,,,1,,2,,,1,,,,,,1,1,3,,,1,2,1,1,,2,,1,1,,2,1,1,,2,,1,2,,,,,,1,
2/22/2016,308.00,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,1,,,1,2,2,,,,,1,,,2,,,1,1,,2,1,1,1,3,,2,1,1,2,1,,2,,,,,2,,6,4,,4,,4,4,8,,,,,2,2,,2,1,1,2,2,2,,2,1,1,2,,,,1,,,,1,,,2,1,1,,1,,,7,,,,2,1,1,,2,,,3,8,2,2,,2,1,1,3,,2,2,2,,2,1,1,3,,6,2,4,,5,4
2/23/2016,309.00,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,3,,1,1,,,,1,,2,1,1,2,1,1,3,,1,1,3,1,1,,1,1,2,1,1,1,3,,,,,,2,2,,4,,,,8,,,,,4,2,4,1,2,1,2,4,2,4,1,2,1,2,,,,1,2,,2,1,1,1,2,2,1,1,1,2,,5,,,,,3,,2,1,1,2,2,8,4,2,4,1,2,1,3,,,4,2,4,1,2,1,3,,2,2,2,,4,
