Date,camping0T1,camping0T2,camping0T3,camping0T2P,camping1T1,camping1T2,camping1T3,camping1T2P,camping2T1,camping2T2,camping2T3,camping2T2P,camping3T1,camping3T2,camping3T3,camping3T2P,camping4T1,camping4T2,camping4T3,camping4T2P,camping5T1,camping5T2,camping5T3,camping5T2P,camping6T1,camping6T2,camping6T3,camping6T2P,camping7T1,camping7T2,camping7T3,camping7T2P,camping8T1,camping8T2,camping8T3,camping8T2P,entrance0T1,entrance0T2,entrance0T3,entrance0T4,entrance0T5,entrance0T6,entrance1T1,entrance1T2,entrance1T3,entrance1T4,entrance1T5,entrance1T6,entrance2T1,entrance2T2,entrance2T3,entrance2T4,entrance2T5,entrance2T6,entrance3T1,entrance3T2,entrance3T3,entrance3T4,entrance3T5,entrance3T6,entrance4T1,entrance4T2,entrance4T3,entrance4T4,entrance4T5,entrance4T6,gate0T2P,gate1T2P,gate2T2P,gate3T4,gate3T2P,gate4T2P,gate5T4,gate5T2P,gate6T4,gate6T2P,gate7T2P,gate8T2P,general-gate0T1,general-gate0T2,general-gate0T3,general-gate0T2P,general-gate1T1,general-gate1T2,general-gate1T3,general-gate1T4,general-gate1T5,general-gate1T6,general-gate1T2P,general-gate2T1,general-gate2T2,general-gate2T3,general-gate2T4,general-gate2T5,general-gate2T6,general-gate2T2P,general-gate3T1,general-gate3T2,general-gate3T3,general-gate3T2P,general-gate4T1,general-gate4T2,general-gate4T3,general-gate4T4,general-gate4T5,general-gate4T6,general-gate4T2P,general-gate5T1,general-gate5T2,general-gate5T3,general-gate5T4,general-gate5T5,general-gate5T6,general-gate5T2P,general-gate6T1,general-gate6T2,general-gate6T3,general-gate6T2P,general-gate7T1,general-gate7T2,general-gate7T3,general-gate7T4,general-gate7T5,general-gate7T6,general-gate7T2P,ranger-baseT2P,ranger-stop0T1,ranger-stop0T2,ranger-stop0T3,ranger-stop0T4,ranger-stop0T5,ranger-stop0T6,ranger-stop0T2P,ranger-stop1T1,ranger-stop1T2P,ranger-stop2T1,ranger-stop2T2,ranger-stop2T3,ranger-stop2T4,ranger-stop2T5,ranger-stop2T6,ranger-stop2T2P,ranger-stop3T4,ranger-stop3T2P,ranger-stop4T2P,ranger-stop5T2P,ranger-stop6T4,ranger-stop6T2P,ranger-stop7T2P
16-Jan-15,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,2,,,,,,,1,,,,,,1,1,1,,,,,1,1,,,,,1,,,,,,,2,,6,4,,5,,3,2,8,,,,,1,2,1,,,,3,1,2,1,,,,3,,,,2,1,1,,,,,3,,1,,,,,7,,,,2,1,1,,,,,5,8,1,2,1,,,,4,,2,1,2,1,,,,5,,6,4,4,,6,2
16-Jan-16,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,,,,,,,1,,1,,,,1,,,,,,1,1,1,,,,,1,,,,,,1,,,,,,,,3,,2,2,,6,,4,4,5,,,,,2,1,,,,,1,2,1,,,,,1,,,,1,1,,,,,1,1,1,,,,,,2,,,,,1,,,,,1,3,5,2,1,,,,,1,,3,2,1,,,,,2,,2,,2,,7,4
16-Jan-17,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,1,1,1,1,,,,1,,,,,,,,,,,,2,,1,,,,2,,,,,,,,1,,4,2,,4,,2,2,9,,,,,4,,,,,,3,4,,,,,,5,,,,1,1,1,,,,,3,4,,,,,,8,2,,,,1,1,,,,,4,9,4,,,,,,7,,1,4,,,,,,6,,4,4,2,,5,2
16-Jan-18,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,2,,1,,,,,,1,1,,,,1,1,,,,,,1,1,,,,2,1,,,,,,,,,,,,,,,,2,,,,,3,3,,,,,,3,3,,,,,,,,,,3,1,,,,,,2,2,,,,,2,,,,,3,1,1,,,,,2,3,3,,,,,,,,3,3,,,,,,,,,,,,
16-Jan-19,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,1,,,1,1,,,,,2,1,,,,,,,,2,,,2,1,,1,,,,,2,2,6,6,2,6,2,2,2,8,,,,,2,1,,1,,,2,2,1,,1,,,4,,,,3,1,2,,,,,2,1,,,3,,,7,,,,,1,2,,,,,3,8,2,1,,1,,,5,,2,2,1,,1,,,3,2,6,2,6,2,7,2
16-Jan-20,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,1,1,,,1,,1,2,1,,,,1,,1,,1,,,2,,,,,,,,,2,,,2,,2,2,2,,,,,1,2,1,,,,,1,2,1,,,,,,,,,,2,,,,,,,1,,,,,2,,,,,1,2,,,1,,,2,1,2,1,,,,,,,1,2,1,,,,,,2,,,,2,2
16-Jan-21,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,1,,,1,,,,,,,,,,1,,1,,,1,1,,,,,2,,,,,,,,4,,4,4,,4,,4,4,4,,,,,2,1,,1,,,4,2,1,,1,,,4,,,,2,,,,,,,4,2,1,,,,,6,,,,,,,,,,,6,4,2,1,,1,,,6,,4,2,1,,1,,,6,,4,4,4,,6,4
16-Jan-22,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,1,,,,,,,1,2,,,,,,1,,,,,1,1,,,,1,,,,,4,2,,6,,4,4,8,,,,,,1,,,,1,2,,1,,,,1,2,,,,1,,,,,,,2,,1,,,,1,5,,,,,,,,,,,2,8,,1,,,,1,3,,,,1,,,,1,3,,4,2,2,,7,4
16-Jan-23,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,1,2,,,,,1,1,,,,,1,,,,1,,1,,,,,,2,1,,,,,,,2,,,2,,2,2,2,,,,,,,1,1,,,,,,1,1,,,,,,,,,,2,1,,,,,,1,1,,,2,,,,,,,3,1,,,,2,,,1,1,,,,,,,,1,1,,,,,2,,,,2,2
16-Jan-24,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,1,1,,,,1,,,,,,,1,1,,,,1,,,,,1,,,,,,,,2,,6,6,,6,,2,,5,,,,,1,,1,1,,,1,1,,1,1,,,1,,,,3,1,,,,,,1,1,,,,,,4,,,,,1,1,,,,,3,5,1,,1,1,,,2,,2,1,,1,1,,,1,,6,2,6,,7,
16-Jan-25,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,3,,1,,1,,1,1,,,1,,1,1,,,1,,,,,,1,,,,1,,,,,,,,,6,6,,6,,,2,9,,,,,1,1,,1,,,1,1,1,,1,,,1,,,,3,1,,,,,1,1,1,1,,,,,4,,,,,1,,,1,,1,,9,1,1,,1,,,1,,,1,1,,1,,,2,,6,,6,,6,2
16-Jan-26,,,,,,,,,,,,,1,,,,1,,,,,,,,2,,,,,,,,,,,1,1,,,,1,,,1,,,,,1,,,,,,1,1,,,1,,1,,,,,,,,,,2,2,,4,,2,,4,,,,,2,,,,,,,2,,,,,,,,,,1,,,,,,,,2,,,,,,1,,,,,,1,,,,,2,4,2,,,,,,,,,2,,,,,,,,2,2,2,,4,
16-Jan-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,,2,,,,1,,1,,,,1,1,,,,,,1,,,,,1,,1,,,,2,2,4,,4,2,,5,,5,2,6,,,,,,1,1,,,,5,,1,1,,,,3,,,,1,1,,2,,,,2,,1,1,,,,6,,2,,,1,,2,,,,5,6,,1,1,,,,4,,4,,1,1,,,,7,,4,4,2,,8,2
16-Jan-28,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,1,,,2,1,1,,,,1,1,,1,,,1,1,2,,6,2,,5,,3,,8,,,,,1,1,,,,,1,1,1,,,,,1,,,,1,,1,,,,,,1,1,,,,,6,,,,,1,2,,,,,3,8,1,1,,,,,1,,2,1,1,,,,,2,,6,,2,,6,
16-Jan-29,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,3,,1,,1,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,,1,,,,2,,,,,2,,2,,2,,,,,2,,1,,1,,,2,,1,,1,,,,,,,2,,,,,,,1,,,,1,,,,,,,2,,,1,,,2,2,2,,1,,1,,,,2,2,,1,,1,,,,,,,,2,
16-Jan-30,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,1,,,,,3,1,,,,,,1,,,,,2,,,,,,,,,4,4,,4,,,,4,,,,,,3,1,,,,,,3,1,,,,,,,,2,,2,,,,,,,1,,,,,2,,,,,,2,1,,,,,4,,3,1,,,,,,,,3,1,,,,,,4,,4,,4,
16-Jan-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,1,,,,,,,,,,,1,,,,1,,1,1,,,1,,,,,,,,,,4,2,,6,,4,4,6,,,,,1,,1,,,,,1,,1,,,,2,,,,,,,,,,,,1,,1,,,,6,,,2,,,,,,,,,6,1,,1,,,,2,,,1,,1,,,,2,,4,,2,,6,4
16-Feb-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,1,1,2,2,1,,3,1,,,1,,3,,1,2,1,,6,,2,,,,4,,3,,1,,,,,,,,,2,,,,2,,,,,6,,4,2,2,,,6,,4,2,2,,,,,,,1,1,,,1,,,4,,4,,1,,2,,,2,,3,1,,,1,,,2,6,,4,2,2,,,,,6,,4,2,2,,,,,,,,2,
16-Feb-02,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,1,1,,,,1,3,,1,1,,2,1,,2,,,4,3,2,2,2,,2,2,1,3,1,,,,,,2,,,3,,3,4,4,,,,,5,3,1,3,1,,1,5,3,1,3,1,,1,,,,,1,2,,1,,,1,2,2,1,2,1,,3,,,,,1,3,,1,1,,,4,5,3,1,3,1,,2,,,5,3,1,3,1,,2,,2,,,,3,4
16-Feb-03,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,2,,,1,,1,1,,,,1,2,2,1,,1,1,1,3,2,,,,1,2,1,,,1,1,1,1,2,,4,2,,9,,9,4,8,,,,,4,2,,1,,2,1,4,2,,1,,2,1,,,,,2,,,,,1,,2,1,,,,1,5,,,,2,3,,,,,2,5,8,4,2,,1,,2,3,,2,4,2,,1,,2,3,,4,2,2,,9,4
16-Feb-04,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,3,2,1,,,,2,3,1,,,,3,2,2,,1,,3,1,1,,,,3,2,1,,,,,,,,4,2,,4,,2,2,4,,,,,4,4,1,,1,,,4,4,1,,1,,,,,,1,1,3,1,,1,,,2,2,,,,,3,,,,,2,3,1,,1,,,4,4,4,1,,1,,,,,4,4,1,,1,,,,4,,2,,4,2
16-Feb-05,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,1,1,1,2,,,,1,1,2,,,,2,1,5,,,,,2,2,,,,2,3,1,,,,2,2,2,,2,2,,4,,4,2,4,,,,,2,4,6,,,,2,2,4,6,,,,2,,,,1,1,1,3,,,,2,1,3,1,,,,3,,,,2,1,1,4,,,,3,4,2,4,6,,,,3,,2,2,4,6,,,,3,,2,2,2,,7,2
16-Feb-06,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,4,1,,3,1,1,1,1,1,3,,,2,1,1,2,,,2,1,2,2,1,,1,,,2,,1,,,2,,4,4,,4,,2,2,4,,,,,1,1,1,2,,1,2,1,1,1,2,,1,2,,,,2,1,,,3,,,2,1,,,1,,1,4,,,,,1,1,1,3,,,3,4,1,1,1,2,,1,3,,2,1,1,1,2,,1,3,,4,2,4,,5,2
16-Feb-07,,,,2,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,3,3,1,2,1,,,1,,1,,,,,1,1,,,2,3,2,3,1,,1,1,,,,,,4,,2,,4,,,1,,2,2,2,3,1,,,2,2,2,4,1,,2,,,,,3,3,1,1,1,,,2,2,2,3,1,,2,,,,,3,3,1,2,1,,1,4,2,2,2,4,1,,2,,,2,2,2,4,1,,,,,,,,4,
16-Feb-08,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,,2,,2,3,1,2,,,2,,,,,,3,2,,2,1,,,2,3,,2,,,,,,2,,,2,,2,2,2,,,,,2,2,3,1,2,,,2,2,3,,2,,,,,,,1,2,3,1,,,,,2,3,,2,,2,,,,,2,3,3,2,,,,2,2,2,3,,2,,,,,2,2,3,,2,,,,2,,,,2,2
16-Feb-09,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,1,,,,,1,1,2,,,1,3,1,1,2,,,3,,,2,,1,1,,1,2,1,,,,,,2,,,2,,2,2,4,,,,,2,1,2,2,1,,2,2,1,2,2,1,,2,,,,,,2,2,,,,2,,,1,1,1,,4,,,,,1,2,2,,,1,2,4,2,1,2,2,1,,3,,,2,1,2,2,1,,3,,2,2,,,2,2
16-Feb-10,,,,,,,,,,,,,2,,,2,,1,,,,,,,,,,,,,,,,,,,2,1,,,2,,5,1,,,1,,4,1,,,2,1,7,2,,,,2,4,,,,1,1,,,,,,2,,2,,4,,4,,,,,4,1,,,3,2,,4,1,,,3,2,,,,,,3,1,,,1,,,2,,,,1,1,,,,,,7,2,,,1,,4,4,4,1,,,3,2,,,,4,1,,,3,2,,,,2,2,,5,
16-Feb-11,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,1,2,,,1,1,,4,1,,,1,,1,2,,1,,,2,1,1,,2,1,2,2,1,2,1,1,,,,,4,2,,4,,2,2,6,,,,,3,2,1,1,1,1,,3,2,1,1,1,1,,,,,1,3,1,,,,,,2,1,1,1,1,1,3,,,,,5,1,,,1,,,6,3,2,1,1,1,1,,,,3,2,1,1,1,1,,,4,,2,,4,2
16-Feb-12,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,4,,1,,,1,,1,,2,,2,,1,1,2,1,4,,,,,1,4,,,,2,,,,,,,,,,,3,,3,2,6,,,,,1,1,4,1,4,,1,1,1,4,1,4,,1,,,,,1,,4,,1,,1,,,2,,,,3,,,,,1,,4,,2,,4,6,1,1,4,1,4,,2,,,1,1,4,1,4,,1,,,2,,,3,2
16-Feb-13,,,,,,,,,,,,,,,,4,,,,,,,2,,,,,,,,,,,,,3,2,1,,,1,,4,2,1,1,1,,,2,2,1,1,,2,,2,1,1,,2,1,3,,2,,2,2,2,,4,2,,8,,6,2,8,,,,,2,3,1,2,3,,2,2,3,1,1,3,,2,,,,1,3,2,1,1,1,,,2,1,1,,2,,5,,,,,4,2,3,1,1,,4,8,2,3,1,1,3,,2,,4,2,3,1,2,3,,3,,4,,2,,8,2
16-Feb-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,4,,1,,,,3,2,3,,2,2,3,2,2,,1,,2,,2,,,1,,,3,,1,,,2,,6,2,,6,,6,4,6,,,,,1,5,2,2,,2,2,1,5,2,3,,2,4,,,,1,,3,2,1,,2,2,,2,,2,,1,7,,2,,,,3,2,3,,2,5,6,1,5,2,3,,2,5,,2,1,5,2,2,,2,5,,6,4,2,,7,4
16-Feb-15,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,,1,2,2,,,2,,,1,1,1,2,1,2,,,,,,1,4,1,1,2,,1,1,,,,,2,,4,4,,6,,4,2,6,,,,,2,1,1,1,,,2,2,1,1,1,,,2,,,,2,2,,1,,,,2,1,,,1,,,4,,,,,2,,2,1,1,1,6,6,2,1,1,1,,,3,,2,2,1,1,1,,,3,,4,4,4,,7,2
16-Feb-16,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,3,,1,1,,1,1,2,4,2,1,,,1,3,,1,2,,2,2,,2,,,1,2,1,2,1,1,,,,2,4,2,2,4,2,2,,4,,,,,2,3,1,1,1,1,,2,3,1,1,1,1,,,,,1,1,3,2,1,,,,1,2,1,3,,1,5,,2,,,2,4,2,1,,,2,4,2,3,1,1,1,1,,,,2,3,1,1,1,1,,2,4,,2,2,4,
16-Feb-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,1,1,2,,,2,,,1,2,,,,3,1,1,1,1,,,1,1,1,1,,,1,,2,,,,,2,,4,2,,6,,6,4,8,,,,,1,2,1,1,1,,4,1,2,1,1,1,,4,,,,1,,1,1,,,,4,,1,,1,,,7,2,,,2,,1,2,,,,7,8,1,2,1,1,1,,6,,2,1,2,1,1,1,,6,,4,6,2,,8,4
16-Feb-18,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,3,3,,1,1,,,3,1,2,,1,1,,1,,1,2,,1,2,,,1,,,2,,,,,2,,2,,2,,,,,,2,3,2,,2,,,2,3,2,,2,,,,,,2,3,,1,,,,,1,2,,,1,,,,,,3,3,,1,1,,2,2,,2,3,2,,2,,,4,,2,3,2,,2,,,,,,,2,
16-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,1,1,,1,,1,,1,,1,1,2,,2,,,1,2,,2,1,1,2,1,,1,,1,,,,,,,,2,2,,2,,,,4,,,,,2,,1,1,2,,,1,,1,1,2,,,,,,1,1,,1,,2,,,,,1,,,,1,,,2,,1,,1,1,2,,,4,1,,1,1,2,,,,,2,,1,1,2,,,,2,,2,,2,
16-Feb-20,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,1,,2,1,1,,,,1,1,1,2,,,2,2,2,2,1,,3,2,2,,,,,,,,6,,,6,,6,6,6,,,,,3,3,3,2,,,,4,3,3,2,,,,,,,,2,2,1,,,,,3,2,2,,,,6,,,,,2,2,1,,,,,6,4,3,3,2,,,,,,3,3,3,2,,,,,6,,,,6,6
16-Feb-21,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,1,1,3,,,2,,,,,1,,3,,2,,,1,1,,2,,,1,1,2,,,,,1,,1,,2,,,,,1,1,,2,,1,1,1,1,,2,,1,1,,,,,,,1,1,,,,,1,,2,,,1,,,,,,1,1,3,,,1,2,1,1,,2,,1,1,,2,1,1,,2,,1,2,,,,,,1,
16-Feb-22,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,1,,,1,2,2,,,,,1,,,2,,,1,1,,2,1,1,1,3,,2,1,1,2,1,,2,,,,,2,,6,4,,4,,4,4,8,,,,,2,2,,2,1,1,2,2,2,,2,1,1,2,,,,1,,,,1,,,2,1,1,,1,,,7,,,,2,1,1,,2,,,3,8,2,2,,2,1,1,3,,2,2,2,,2,1,1,3,,6,2,4,,5,4
16-Feb-23,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,3,,1,1,,,,1,,2,1,1,2,1,1,3,,1,1,3,1,1,,1,1,2,1,1,1,3,,,,,,2,2,,4,,,,8,,,,,4,2,4,1,2,1,2,4,2,4,1,2,1,2,,,,1,2,,2,1,1,1,2,2,1,1,1,2,,5,,,,,3,,2,1,1,2,2,8,4,2,4,1,2,1,3,,,4,2,4,1,2,1,3,,2,2,2,,4,
16-Feb-24,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,3,1,1,,1,,4,,3,,,,2,1,2,1,,,2,3,1,1,,,1,3,,,1,,,,,,2,2,,2,,,,2,,,,,3,2,2,1,1,,,3,2,2,1,1,,,,,,1,3,,2,,,,,1,2,,,1,,1,,,,,4,,2,,,,,2,3,2,2,1,1,,,,,3,2,2,1,1,,,,2,,2,,2,
16-Feb-25,,,,2,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,1,3,,2,1,,1,2,1,,,,,5,1,1,1,1,,4,,1,1,,1,2,,1,3,1,,2,2,,,6,2,,6,,4,2,8,,,,,7,1,2,2,,,4,7,1,2,2,,,4,,,,1,2,1,,,,,3,3,,1,2,,,7,,,,,2,1,1,,,,4,8,7,1,2,2,,,6,,,7,1,2,2,,,5,,6,4,2,,6,2
16-Feb-26,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,,1,,3,,1,,1,,,,1,,1,,,4,1,,3,,,2,1,,,,,,2,,2,2,,2,,2,2,2,,,,,,2,2,,1,,2,,2,2,,1,,2,,,,1,3,1,1,,,,2,,2,1,,,,3,,,,,3,2,1,,1,,3,2,,2,2,,1,,3,,2,,2,2,,1,,3,,2,2,2,,3,2
16-Feb-27,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,1,1,1,2,2,,1,,1,1,1,,1,1,,3,1,1,,1,1,1,2,,,,2,1,2,1,,,,2,,2,2,,2,,2,2,4,,,,,1,3,4,3,,,4,1,3,4,3,,,4,,,,1,,1,1,,,1,4,,2,1,2,,,5,,,,,1,1,1,1,,1,5,4,1,3,4,3,,,6,,2,1,3,4,3,,,6,,2,4,2,,3,2
16-Feb-28,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,2,1,3,1,,1,,3,2,,,,,4,4,,,1,,3,1,1,,,,5,5,,,,,,,2,,4,4,,6,,4,2,6,,,,,7,4,,,1,,2,7,4,,,1,,2,,,,2,3,2,,,,,2,5,3,,,,,4,,,,,3,2,,,,,5,6,7,4,,,1,,3,,2,7,4,,,1,,3,,4,2,4,,7,2
16-Feb-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,2,,,1,1,,1,,1,1,1,,1,,,,,,,2,1,1,1,,2,2,2,1,1,,,,,,2,2,,2,,,,2,,,,,3,2,2,1,1,,,3,2,2,1,1,,,,,,1,1,,1,,1,,,2,2,2,1,1,,1,,,2,,1,,1,1,1,,,2,3,2,2,1,1,,,,,3,2,2,1,1,,,,2,,2,,2,
16-Mar-01,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,4,2,,1,,,2,1,,2,,,1,,,,1,,2,2,1,3,1,,1,1,1,,,,,,2,2,4,4,2,4,2,2,2,6,,,,,4,1,1,,1,,4,2,1,1,,1,,4,,,,2,3,1,,1,,,4,1,1,1,2,,,6,,,,,3,1,,2,,,5,6,2,1,1,,1,,6,,2,2,1,1,,1,,6,2,4,4,4,2,5,2
16-Mar-02,,,,,,,,,,,,,,2,,,1,,,2,,,,,,,,,,,,,,,,,1,4,4,,,,1,1,2,1,,,1,1,1,,,2,3,1,,1,,1,2,4,3,,,1,,,,,,,,2,,2,2,2,,,,,3,4,4,,,1,,3,5,4,,,1,,,,,,,2,2,,,,,2,4,3,,,,,,,,,2,3,2,1,,,4,2,3,4,4,,,1,,,,3,4,4,,,1,,,,2,,,2,2
16-Mar-03,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,3,,3,1,,2,3,1,,,1,1,,,2,,,2,3,,2,1,1,,,,,,,,,,,,2,,,,,2,3,1,2,1,,,2,2,1,2,1,,2,,,,,1,3,,2,1,,,1,1,,2,1,,2,,,,,1,3,,3,1,,,2,2,3,1,2,1,,2,,,2,3,1,2,1,,,,,,,,,
16-Mar-04,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,1,,,,,1,,,3,1,2,2,1,1,2,,2,1,,,2,1,,,,1,,,2,,6,4,,6,,2,2,6,,,,,2,,2,2,1,,2,2,,2,2,1,,4,1,,,2,1,,,1,,,2,1,,,,,,6,,,,,2,,,1,,,3,6,2,,2,2,1,,6,,2,2,,2,2,1,,5,,6,2,4,,7,2
16-Mar-05,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,4,,,,,,,,3,1,1,1,,,,3,5,1,,1,1,1,2,,,1,1,,2,2,,2,,3,2,2,,2,,,,2,,2,2,,7,,7,2,8,,,,,2,5,2,,1,1,3,2,5,2,,1,1,3,,,,1,3,5,,,,1,3,2,2,2,,1,,6,,,,,3,6,1,,1,1,10,8,2,5,2,,1,1,4,,2,2,5,2,,1,1,5,,2,8,2,,8,2
16-Mar-06,1,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,1,2,,,,,,1,1,,,2,,2,4,1,1,,,2,2,1,,,,2,,,1,2,,,,2,,2,6,,6,,4,,6,,,,,4,3,1,,2,,,4,3,1,,2,,,,,,1,1,1,,,2,,,2,,,,2,,1,,,,,2,1,,,2,,4,6,4,3,1,,2,,,,2,4,3,1,,2,,,,2,,6,,7,
16-Mar-07,,,,,,,,,,,,,,,1,2,,,,2,,,,,,,,2,,,,2,,,,,2,3,1,,2,,1,3,1,,3,,2,2,1,,1,,2,,1,,3,,1,2,1,,1,,1,1,2,,2,,,3,,3,,4,,,,,1,2,,,2,,1,1,2,,,2,,1,,,,,,3,,,2,,,,1,,,1,,1,,,,2,1,3,,,3,,3,4,1,2,,,2,,1,,2,1,2,,,2,,1,,2,,,,3,
16-Mar-08,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,2,,,2,1,,,,,3,,1,,,1,1,,,1,,,4,,1,1,,1,,,2,,6,4,,4,,2,2,6,,,,,3,,,1,,,2,3,,,1,,,2,,,,2,2,1,,,,,2,2,,,1,,,6,,,,,2,1,,,,,3,6,3,,,1,,,3,,2,3,,,1,,,3,,6,2,4,,5,2
16-Mar-09,,,,,,,,,,,,2,,,,,,,,2,,,,,,,2,2,,,,2,,,,3,,1,,,,,1,2,1,,,,2,,1,,,,1,1,1,1,1,,2,2,1,1,1,,1,1,2,,2,2,,7,,5,2,8,,,,,2,2,2,1,1,,5,2,2,2,1,1,,5,,,,1,1,1,1,,,,4,1,2,2,1,1,,8,,,,2,1,2,1,,,,8,8,2,2,2,1,1,,8,,2,2,2,2,1,1,,7,,2,4,2,,8,2
16-Mar-10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,1,,,1,2,1,,,,1,3,1,1,,1,5,3,1,2,,,5,3,1,,,,,,,,4,2,,4,,2,2,4,,,,,6,6,,1,,1,,6,6,,1,,1,,,,,1,2,2,,,,,,5,3,,,,,3,,,,,3,2,1,,,,,4,6,6,,1,,1,,,,6,6,,1,,1,,,4,,2,,4,2
16-Mar-11,1,,,2,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,1,,,,,3,1,,1,1,2,2,,,1,,2,2,,,,,3,3,1,,,2,1,1,2,,,,2,2,2,,,,,5,,3,,6,,,,,2,2,2,,,,1,2,2,2,,,,1,,,,,1,1,,,1,,,1,1,2,,,,1,,,,,3,2,,,1,,2,6,2,2,2,,,,3,,2,2,2,2,,,,3,,,,,,5,
16-Mar-12,1,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,3,1,2,1,,,,2,1,3,1,,,,1,,2,1,,1,,1,,,,1,1,1,1,1,,1,1,2,,2,2,,3,,3,2,6,,,,,1,3,1,1,,,5,1,3,1,1,,,7,,,,1,,1,2,1,,,4,1,1,1,,,,6,,,,,1,1,3,1,,,6,6,1,3,1,1,,,9,,2,1,3,1,1,,,9,,2,4,2,,4,2
16-Mar-13,2,,,2,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,1,2,3,,,1,,1,1,,3,,,3,3,,1,,1,1,2,,4,1,,5,2,,2,,1,2,2,2,,4,4,,6,,4,,8,,,,,4,3,,3,,,4,4,3,,3,,,4,,,,1,4,,,1,,,3,3,1,,2,,,5,,,,,5,1,,3,,,6,8,4,3,,3,,,6,,2,4,3,,3,,,5,,4,2,4,,6,
