,CarType,camping0,camping1,camping2,camping3,camping4,camping5,camping6,camping7,camping8,entrance0,entrance1,entrance2,entrance3,entrance4,gate0,gate1,gate2,gate3,gate4,gate5,gate6,gate7,gate8,general-gate0,general-gate1,general-gate2,general-gate3,general-gate4,general-gate5,general-gate6,general-gate7,ranger-base,ranger-stop0,ranger-stop1,ranger-stop2,ranger-stop3,ranger-stop4,ranger-stop5,ranger-stop6,ranger-stop7
10/5/2015,1,2,2,3,4,,1,1,,2,4,5,6,7,5,,,,,,,,,,,8,8,1,8,6,,13,,8,,8,,,,,
10/5/2015,2,,,,,1,1,3,,1,2,,4,5,5,,,,,,,,,,,8,9,,1,5,,2,,8,,8,,,,,
10/5/2015,3,1,,,,,,,,1,1,3,1,4,1,,,,,,,,,,,1,1,1,1,1,,4,,1,,1,,,,,
10/5/2015,4,,,,,,,,,,2,,2,1,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
10/5/2015,5,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2015,6,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2015,2P,,,,,,,,,1,,,,,,,,2,2,2,2,2,2,1,,2,1,1,2,2,,3,1,2,2,3,2,2,2,3,2
10/6/2015,1,,,1,,,1,,1,7,2,3,5,4,2,,,,,,,,,,,7,7,1,2,1,1,4,,7,,7,,,,,
10/6/2015,2,1,,1,,,,,,1,4,1,4,4,4,,,,,,,,,,,7,7,,2,3,,3,,7,,7,,,,,
10/6/2015,3,,2,,2,,,,,,2,4,,1,5,,,,,,,,,,1,5,5,,4,5,,4,,5,,5,,,,,
10/6/2015,4,,,,,,,,,,1,2,2,,1,,,,,,,,,,,1,1,,2,,,2,,1,,1,,,,,
10/6/2015,2P,,,,,,,,,1,,,,,,,,,2,2,2,,,3,,,1,1,,2,,,3,1,,,2,,2,2,
10/7/2015,1,,,,,3,4,2,,2,5,2,5,3,2,,,,,,,,,,,9,9,,5,3,,7,,9,,9,,,,,
10/7/2015,2,1,,,,,,2,2,2,1,3,2,8,3,,,,,,,,,,,11,11,,3,7,2,4,,11,,11,,,,,
10/7/2015,3,1,,,,,,,,1,2,,1,1,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
10/7/2015,4,,,,,,,,,,,,2,2,,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
10/7/2015,5,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
10/7/2015,2P,,,,,,,,,1,,,,,,,,,2,2,2,,,2,,,,1,,1,,,2,,,,2,,2,2,
10/8/2015,1,,,,,2,,2,2,3,2,3,2,5,5,,,,,,,,,,,6,6,,3,6,2,5,,6,,6,,,,,
10/8/2015,2,1,,,,,,,,2,,3,3,3,2,,,,,,,,,,,5,5,1,3,2,,4,,5,,5,,,,,
10/8/2015,3,,,,1,1,,,,,1,2,2,1,4,,,,,,,,,,,4,4,,3,3,,4,,4,,4,,,,,
10/8/2015,4,,,,,,,,,,1,1,2,1,1,,,,,,,,,,,3,3,,1,1,,1,,3,,3,,,,,
10/8/2015,5,,,,,,,,,,1,1,1,1,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
10/8/2015,6,,,,,,,,,,,2,,,2,,,,,,,,,,,2,2,,2,2,,2,,2,,2,,,,,
10/8/2015,2P,,,,,,,,,2,,,,,,,,2,4,4,4,2,2,5,,3,3,2,4,5,,5,5,4,2,5,4,4,4,5,2
10/9/2015,1,5,,1,,,,2,2,,2,3,2,7,6,,,,,,,,,,,10,10,,6,8,2,9,,10,,10,,,,,
10/9/2015,2,,,1,,,,,2,2,1,4,2,1,7,,,,,,,,,,,5,5,,3,4,2,3,,5,,5,,,,,
10/9/2015,3,1,,,,,,,,,1,,,,2,,,,,,,,,,,2,2,,1,2,,1,,2,,2,,,,,
10/9/2015,4,,,,,,,,,,2,1,2,1,2,,,,,,,,,,,4,4,,1,2,,1,,4,,4,,,,,
10/9/2015,6,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
10/9/2015,2P,,,,,,,,,1,,,,,,,,,2,2,2,,,3,,1,1,1,,2,,,3,2,,1,2,,2,2,
10/10/2015,1,2,,2,,,2,2,2,2,2,3,3,6,4,,,,,,,,,,,9,9,1,3,7,2,6,,9,,9,,,,,
10/10/2015,2,,,,,,,,,,,1,2,1,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
10/10/2015,3,,,,2,,2,2,,2,5,5,4,4,6,,,,,,,,,,,12,12,,9,8,,9,,12,,12,,,,,
10/10/2015,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
10/10/2015,5,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2015,2P,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,2,,,,,,,2,
10/11/2015,1,1,,,4,,2,,2,,3,6,2,2,6,,,,,,,,,,,4,4,,7,3,2,9,,4,,4,,,,,
10/11/2015,2,,,2,,,,2,2,1,4,2,7,3,2,,,,,,,,,,,6,6,,2,2,2,2,,6,,6,,,,,
10/11/2015,3,,,1,2,,,2,,,2,2,4,1,3,,,,,,,,,,,5,5,,3,2,,3,,5,,5,,,,,
10/11/2015,4,,,,,,,,,,1,2,1,2,,,,,,,,,,,,1,1,,,,,2,,1,,1,,,,,
10/11/2015,5,,,,,,,,,,2,2,1,2,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
10/11/2015,2P,,,,,,,,,,,,,,,,,,,2,,,,4,,2,4,,2,4,,2,4,5,,5,,2,2,,
10/12/2015,1,,2,,2,,2,1,,,4,2,3,1,5,,,,,,,,,,1,5,5,,4,4,,5,,5,,5,,,,,
10/12/2015,2,,,3,,,,2,,2,5,4,3,5,5,,,,,,,,,,,6,6,1,4,5,,5,,6,,6,,,,,
10/12/2015,3,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2015,4,,,,,,,,,,,2,2,,2,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
10/12/2015,5,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
10/12/2015,6,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2015,2P,,,,,,,,,3,,,,,,,,2,6,6,6,2,2,6,,2,2,3,2,5,,3,6,3,2,3,6,2,6,7,2
10/13/2015,1,,,1,,,,1,2,,4,2,2,3,4,,,,,,,,,,,7,7,,2,5,2,3,,7,,7,,,,,
10/13/2015,2,,,,2,,,,,,4,1,7,4,4,,,,,,,,,,,9,9,,2,3,,3,,9,,9,,,,,
10/13/2015,3,,,,,,1,2,,,2,,2,4,1,,,,,,,,,,,3,3,,1,2,,1,,3,,3,,,,,
10/13/2015,4,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
10/13/2015,5,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2015,6,,,,,,,,,,,,2,1,,,,,,,,,,,,1,2,,,,,,,1,,1,,,,,
10/13/2015,2P,2,,,,,,,4,2,,,,,,2,2,2,6,4,8,6,4,8,,2,4,2,2,8,4,3,8,5,2,3,6,2,4,9,4
10/14/2015,1,,,,,,2,2,,,3,4,3,3,,,,,,,,,,,,3,3,,4,1,,6,,3,,3,,,,,
10/14/2015,2,,,,,,,,,,1,1,2,2,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
10/14/2015,3,2,,,2,,,,,,4,1,1,1,5,,,,,,,,,,,4,4,,4,4,,5,,4,,4,,,,,
10/14/2015,4,,,,,,,,,,1,2,1,1,1,,,,,,,,,,,2,2,,1,1,,2,,2,,2,,,,,
10/14/2015,5,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,1,,,2,,,,,,,,,
10/14/2015,6,,,,,,,,,,1,1,,1,,,,,,,,,,,,1,,,1,,,1,,1,,1,,,,,
10/14/2015,2P,,,2,,,,,,2,,,,,,,,4,4,4,6,6,4,6,,4,4,2,4,6,,8,6,6,4,6,4,4,4,8,4
10/15/2015,1,1,,3,6,,,,1,,3,3,2,6,3,,,,,,,,,,,6,6,,6,4,1,9,,6,,6,,,,,
10/15/2015,2,,,,2,,,,,,4,3,2,5,2,,,,,,,,,,,4,4,,3,2,,5,,4,,4,,,,,
10/15/2015,3,2,,,,,,,,,3,2,3,3,3,,,,,,,,,,,6,6,,3,3,,4,,6,,6,,,,,
10/15/2015,4,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
10/15/2015,5,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
10/15/2015,2P,,,,,,,,,2,,,,,,,,2,6,6,7,3,,8,,1,1,2,1,5,,4,8,3,2,3,6,2,6,7,
10/16/2015,1,1,,,,,,2,2,,3,2,4,3,3,,,,,,,,,,,5,5,,3,3,2,3,,5,,5,,,,,
10/16/2015,2,,2,,2,,1,3,,,4,3,2,2,3,,,,,,,,,,1,8,8,,6,6,,6,,8,,8,,,,,
10/16/2015,3,,,,2,,,,,,2,2,2,1,1,,,,,,,,,,,3,3,,3,1,,4,,3,,3,,,,,
10/16/2015,4,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
10/16/2015,6,,,,,,,,,,1,1,,1,3,,,,,,,,,,,3,3,,1,3,,1,,3,,3,,,,,
10/16/2015,2P,,,,,,,,2,,,,,,,,,,2,2,3,3,2,6,,1,1,,1,3,2,2,6,2,,1,2,2,2,3,2
10/17/2015,1,,,1,,,2,6,4,2,4,6,1,4,6,,,,,,,,,,,11,11,,7,10,4,9,,11,,11,,,,,
10/17/2015,2,,,,,,,,,1,2,3,4,5,3,,,,,,,,,,,4,4,,2,1,,3,,4,,4,,,,,
10/17/2015,3,,2,,,,,2,,,,2,,3,1,,,,,,,,,,2,5,5,,2,3,,2,,5,,5,,,,,
10/17/2015,6,,,,,,,,,,1,2,1,,,,,,,,,,,,,1,1,,2,,,2,,1,,1,,,,,
10/17/2015,2P,,,,,,2,,,2,,,,,,,,4,8,4,9,7,4,8,,3,3,2,3,9,,7,8,5,4,4,8,2,4,10,4
10/18/2015,1,2,,,,1,,4,4,,2,1,4,5,2,,,,,,,,,,,5,5,,1,3,4,4,,5,,5,,,,,
10/18/2015,2,,,2,2,,,2,,,2,4,2,6,4,,,,,,,,,,,4,4,,3,3,,6,,4,,4,,,,,
10/18/2015,3,,,,2,,,,,,2,2,3,,3,,,,,,,,,,,4,4,,4,2,,4,,4,,4,,,,,
10/18/2015,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
10/18/2015,5,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
10/18/2015,6,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
10/18/2015,2P,,,,,2,,,,1,,,,,,,,2,6,2,6,6,4,8,,4,4,1,4,9,,8,8,6,2,6,6,6,2,7,4
10/19/2015,1,1,,2,2,,,,,,3,2,1,3,5,,,,,,,,,,,3,3,,2,4,,3,,3,,3,,,,,
10/19/2015,2,1,,,,2,,3,,,5,1,2,5,3,,,,,,,,,,,2,2,,2,1,,4,,2,,2,,,,,
10/19/2015,4,,,,,,,,,,3,1,,3,3,,,,,,,,,,,3,3,,,3,,1,,3,,3,,,,,
10/19/2015,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
10/19/2015,2P,2,,,,,,,,,,,,,,2,2,,2,,4,4,2,6,,2,2,,2,4,,2,6,3,,3,2,2,,5,2
10/20/2015,1,2,,1,2,,,2,1,,2,3,,3,4,,,,,,,,,,,5,5,,3,5,1,4,,5,,5,,,,,
10/20/2015,2,1,,,,,,,,,,1,1,,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
10/20/2015,3,2,,,1,,,,,,,,1,,2,,,,,,,,,,,3,3,,3,2,,3,,3,,3,,,,,
10/20/2015,4,,,,,,,,,,2,4,,5,3,,,,2,,2,2,,,,3,3,,3,5,,4,,3,,3,2,,,2,
10/20/2015,5,,,,,,,,,,1,2,,1,2,,,,,,,,,,,2,2,,2,2,,2,,2,,2,,,,,
10/20/2015,2P,,,,,,,,,1,,,,,,,,,6,2,6,4,4,6,,,,1,,5,,,6,,,,6,,2,6,4
10/21/2015,1,,,,2,,,,4,,2,4,3,4,1,,,,,,,,,,,4,4,,1,2,4,2,,4,,4,,,,,
10/21/2015,2,,,,1,,2,2,,,2,4,3,1,3,,,,,,,,,,,6,6,,4,4,,6,,6,,6,,,,,
10/21/2015,3,,,,,,,,,,2,1,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,
10/21/2015,4,,,,,,,,,,2,3,2,1,,,,,,,,,,,,2,2,,2,,,3,,2,,2,,,,,
10/21/2015,5,,,,,,,,,,4,3,,,3,,,,,,,,,,,3,3,,3,3,,3,,3,,3,,,,,
10/21/2015,2P,,,,,,,,,2,,,,,,,,,4,4,4,,,4,,,,2,,2,,,4,,,,4,,4,4,
10/22/2015,1,,,,4,,,2,2,,2,6,5,3,2,,,,,,,,,,,7,7,,6,3,2,8,,7,,7,,,,,
10/22/2015,2,,,,,2,,,,,3,2,1,2,2,,,,,,,,,,,3,3,,,2,,,,3,,3,,,,,
10/22/2015,3,,,,1,,,2,1,,4,2,6,3,5,,,,,,,,,,,8,8,,2,5,1,3,,8,,8,,,,,
10/22/2015,4,,,,,,,,,,5,1,2,,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
10/22/2015,5,,,,,,,,,,,1,1,,2,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
10/22/2015,2P,,,2,,,,,,2,,,,,,,,,8,4,7,3,,8,,1,1,2,,5,,2,8,1,,2,8,,4,9,
10/23/2015,1,1,,2,2,1,,,,,2,1,3,2,2,,,,,,,,,,,3,3,,5,1,,7,,3,,3,,,,,
10/23/2015,2,1,,,,,,,,,1,3,5,4,2,,,,,,,,,,,7,7,,4,2,,4,,7,,7,,,,,
10/23/2015,3,3,,2,,,2,,1,,2,3,2,5,4,,,,,,,,,,,7,7,,6,5,1,10,,7,,7,,,,,
10/23/2015,4,,,,,,,,,,2,,2,1,3,,,,,,,,,,,3,3,,,2,,,,3,,3,,,,,
10/23/2015,5,,,,,,,,,,,,1,2,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
10/23/2015,6,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2015,2P,,,,,,,,,2,,,,,,,,2,4,4,4,2,2,4,,2,2,2,2,4,,3,4,3,2,3,4,2,4,5,2
10/24/2015,1,,,1,,,1,,2,1,7,2,4,1,2,,,,,,,,,,,5,5,1,3,3,2,4,,5,,5,,,,,
10/24/2015,2,3,,,,1,1,,2,,5,3,5,7,3,,,,,,,,,,,6,6,,2,3,2,5,,6,,6,,,,,
10/24/2015,3,1,,1,,,2,,,2,3,3,3,1,,,,,,,,,,,,3,3,1,4,,,5,,3,,3,,,,,
10/24/2015,4,,,,,,,,,,,1,2,2,1,,,,,,,,,,,3,3,,1,1,,1,,3,,3,,,,,
10/24/2015,5,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
10/24/2015,2P,,,,,2,,,,,,,,,,1,1,2,,,1,1,,2,,1,1,,,1,,3,2,2,2,1,,2,,1,
10/25/2015,1,2,,,,,2,,4,,6,3,1,5,4,,,,,,,,,,,7,7,,5,6,4,7,,7,,7,,,,,
10/25/2015,2,,,,,4,4,,,,1,2,6,4,5,,,,,,,,,,,7,7,,7,3,,10,,7,,7,,,,,
10/25/2015,3,,,2,1,,1,,,,3,,2,1,4,,,,,,,,,,,4,4,,3,3,,4,,4,,4,,,,,
10/25/2015,4,,,,,,,,,,2,2,3,2,1,,,,,,,,,,,4,4,,2,1,,2,,4,,4,,,,,
10/25/2015,5,,,,,,,,,,,3,1,3,3,,,,,,,,,,,2,2,,1,2,,3,,2,,2,,,,,
10/25/2015,2P,,,,,,,,,,,,,,,,,,2,,2,2,2,4,,2,2,,2,4,,2,4,3,,3,2,2,,2,2
10/26/2015,1,1,2,,4,,1,4,1,,3,2,3,5,4,,,,,,,,,,1,8,8,,4,6,1,6,,8,,8,,,,,
10/26/2015,2,,,,1,,1,,,,,1,4,3,4,,,,,,,,,,,6,6,,3,3,,3,,6,,6,,,,,
10/26/2015,3,,,1,,,,,,,4,3,,2,2,,,,,,,,,,,2,2,,1,2,,2,,2,,2,,,,,
10/26/2015,4,,,,,,,,,,1,1,2,2,2,,,,,,,,,,,4,4,,1,2,,1,,4,,4,,,,,
10/26/2015,5,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,
10/26/2015,6,,,,,,,,,,1,2,1,2,2,,,,,,,,,,,3,3,,2,2,,2,,3,,3,,,,,
10/26/2015,2P,,,,,,,,,3,,,,,,,,2,2,2,4,4,2,4,,2,2,1,2,5,,5,4,3,2,3,2,4,2,5,2
10/27/2015,1,,2,2,,,,2,,,1,2,6,4,3,,,,,,,,,,1,5,5,,1,1,,2,,5,,5,,,,,
10/27/2015,2,,,,,1,1,,,,1,3,1,4,3,,,,,,,,,,,4,4,,3,3,,5,,4,,4,,,,,
10/27/2015,3,,,,1,,,,,2,1,2,3,2,1,,,,,,,,,,,4,4,,2,,,3,,4,,4,,,,,
10/27/2015,4,,,,,,,,,,2,3,1,2,4,,,,,,,,,,,3,3,,3,3,,3,,3,,3,,,,,
10/27/2015,5,,,,,,,,,,1,,1,,2,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
10/27/2015,2P,,,,,,,,2,1,,,,,,,,,4,2,4,2,2,6,,,,1,,3,2,,6,,,,4,,2,4,2
10/28/2015,1,,,,,,2,,,,2,4,5,2,5,,,,,,,,,,,6,6,,6,3,,6,,6,,6,,,,,
10/28/2015,2,,,,2,2,1,,,2,3,,4,2,4,,,,,,,,,,,4,4,1,4,2,,5,,4,,4,,,,,
10/28/2015,3,,,,,,1,,,,2,1,1,,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
10/28/2015,4,,,,,,,,,,2,2,3,1,,,,,,,,,,,,3,3,,2,,,2,,3,,3,,,,,
10/28/2015,6,,,,,,,,,,1,,1,2,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
10/28/2015,2P,,,2,,,,,,2,,,,,,1,1,,4,6,5,1,,6,,1,1,2,,3,,2,6,1,,2,4,2,6,5,
10/29/2015,1,,,,,,,4,4,,7,5,3,2,2,,,,,,,,,,,9,9,,5,6,4,5,,9,,9,,,,,
10/29/2015,2,,,,,1,,,,,2,,2,3,6,,,,,,,,,,,4,4,,1,4,,1,,4,,4,,,,,
10/29/2015,3,,,,,,1,,,,1,1,6,3,,,,,,,,,,,,6,6,,2,,,2,,6,,6,,,,,
10/29/2015,4,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
10/29/2015,5,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
10/29/2015,6,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2015,2P,,,,,,,,,,,,,,,,,,,,,,,4,,4,4,,4,4,,4,4,6,,6,,4,,,
10/30/2015,1,,,,,,,4,2,5,4,5,8,4,6,,,,,,,,,,,10,11,3,5,6,2,5,,11,,10,,,,,
10/30/2015,2,,,,,1,,,,,3,2,2,,,,,,,,,,,,,2,2,,3,,,3,,2,,2,,,,,
10/30/2015,3,,,,,,,2,,,1,3,,1,2,,,,,,,,,,,4,4,,3,4,,3,,4,,4,,,,,
10/30/2015,4,,,,,,,,,,1,2,1,1,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
10/30/2015,5,,,,,,,,,,2,,2,1,3,,,,,,,,,,,3,3,,,2,,,,3,,3,,,,,
10/30/2015,6,,,,,,,,,,1,,1,1,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
10/30/2015,2P,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,
10/31/2015,1,,,,3,1,,,2,5,5,3,6,6,6,,,,,,,,,,,12,11,,6,5,2,7,,11,,12,,,,,
10/31/2015,2,,,,,,,2,2,,5,3,3,2,1,,,,,,,,,,,6,6,,2,4,2,3,,6,,6,,,,,
10/31/2015,3,,,,,,1,2,,,1,1,,2,4,,,,,,,,,,,4,4,,2,4,,2,,4,,4,,,,,
10/31/2015,4,,,,,,,,,,1,1,1,1,2,,,,,,,,,,,3,3,,1,2,,1,,3,,3,,,,,
10/31/2015,5,,,,,,,,,,1,1,1,1,2,,,,,,,,,,,3,3,,1,2,,1,,3,,3,,,,,
10/31/2015,6,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
10/31/2015,2P,,,,,,,,,3,,,,,,,,4,8,6,6,4,4,8,,4,4,3,4,9,,6,8,6,4,6,8,4,6,8,4
11/1/2015,1,2,,,,,,,2,1,4,7,6,6,3,2,2,2,2,4,4,4,4,4,,7,7,1,9,5,2,10,4,8,2,8,2,2,4,5,6
11/1/2015,1,,,,,,,,2,,3,4,2,5,,,,,,,,,,,,2,2,,4,1,2,4,,2,,2,,,,,
11/1/2015,2,,,,,,,,,,,2,,1,1,,,,,,,,,,,1,1,,1,1,,2,,1,,1,,,,,
11/1/2015,3,,,,,,,,,,1,,2,,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/1/2015,4,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
11/1/2015,6,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2015,2P,2,,,,,,,,1,,,,,,2,2,2,2,4,4,4,4,4,,2,2,1,3,3,,3,4,3,2,3,2,2,4,5,6
11/2/2015,1,,,,1,,,,,1,1,1,3,1,,,,,,,,,,,,4,4,,2,,,2,,4,,4,,,,,
11/2/2015,2,,,,,,1,,,,1,1,1,1,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
11/2/2015,3,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/2/2015,4,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/2/2015,5,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
11/2/2015,6,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2015,2P,2,,,,,,,,,,,,,,2,2,,,2,1,1,,2,,1,1,,,1,,,2,2,,1,,,2,1,
11/3/2015,1,,2,,,1,,1,,,1,,2,2,3,,,,,,,,,,,2,2,,,3,,1,,2,,2,,,,,
11/3/2015,2,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/3/2015,3,,,,,,1,,,,1,2,1,,1,,,,,,,,,,,2,2,,3,1,,3,,2,,2,,,,,
11/3/2015,4,,,,,,,,,,1,1,1,2,1,,,,,,,,,,,2,2,,,1,,1,,2,,2,,,,,
11/3/2015,5,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2015,2P,,,2,,,,,,,,,,,,,,,2,,2,2,,4,,2,2,,2,4,,4,4,2,,4,2,2,,2,
11/4/2015,1,,,,,,,,,,,1,2,1,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
11/4/2015,2,,,,,,1,,,,1,2,2,1,1,,,,,,,,,,,1,1,,2,,,3,,1,,1,,,,,
11/4/2015,3,,,,,,,,2,,1,2,2,1,,,,,,,,,,,,2,2,,1,1,2,2,,2,,2,,,,,
11/4/2015,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/4/2015,2P,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,2,,,,,,2,,
11/5/2015,2,,,,,,,2,,,1,,3,4,4,,,,,,,,,,,3,3,,,2,,,,3,,3,,,,,
11/5/2015,3,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
11/5/2015,4,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
11/5/2015,5,,,,,,,,,,2,3,1,1,1,,,,,,,,,,,2,2,,3,1,,3,,2,,2,,,,,
11/5/2015,2P,,,,4,,2,,,1,,,,,,1,1,,4,2,7,5,,6,,1,1,1,,4,,6,6,3,,3,4,2,2,7,
11/6/2015,1,,,,,,,1,,,2,2,2,2,1,,,,,,,,,,,4,4,,2,2,,2,,4,,4,,,,,
11/6/2015,2,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/6/2015,3,,,,,,,2,,,1,,2,3,2,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
11/6/2015,4,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/6/2015,2P,,,,,,2,,2,1,,,,,,,,2,4,2,8,6,4,6,,2,2,1,2,5,2,5,6,3,2,3,4,2,2,11,4
11/7/2015,1,,,,,,,,,,2,1,1,2,2,,,,,,,,,,,3,3,,,2,,1,,3,,3,,,,,
11/7/2015,3,,,,,,,,,2,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/7/2015,4,,,,,,,,,,1,,,2,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/7/2015,2P,,,,,,,2,,,,,,,,,,,2,,,,,2,,,4,,,4,,,2,4,,4,2,,,,
11/8/2015,1,,,,,,,2,,,2,2,,1,1,,,,,,,,,,,3,3,,2,3,,2,,3,,3,,,,,
11/8/2015,2,,,,,,,,,,2,1,1,2,3,,,,,,,,,,,4,4,,1,3,,2,,4,,4,,,,,
11/8/2015,3,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
11/8/2015,5,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/8/2015,6,,,,,,,,,,1,1,1,,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
11/8/2015,2P,,,,2,2,,2,,,,,,,,,,,4,2,8,8,6,8,,,2,,,6,,4,8,2,,,4,,2,8,6
11/9/2015,1,,,,,,,,,,2,,,,2,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
11/9/2015,2,,,,2,,,,,,2,6,,2,,,,,,,,,,,,,,,2,,,5,,,,,,,,,
11/9/2015,2P,,,,2,,,,,1,,,,,,,,2,2,4,6,4,,4,,,,1,,1,,4,4,,2,,2,,4,6,
11/10/2015,1,,,,,,,,,,1,,,1,2,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
11/10/2015,2,,,,2,,,,,,1,,2,4,,,,,,,,,,,,2,2,,1,,,2,,2,,2,,,,,
11/10/2015,3,,,,,,,,,,,,2,1,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
11/10/2015,4,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
11/10/2015,6,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
11/10/2015,2P,,,,,,,,4,6,,,,,,,,2,4,4,8,4,,8,,,,2,,6,4,4,8,,2,,4,2,4,8,
11/11/2015,1,,,,,2,,,,,1,4,3,2,,,,,,,,,,,,3,3,,3,,,4,,3,,3,,,,,
