date,day,CarType,Total,camping0,camping1,camping2,camping3,camping4,camping5,camping6,camping7,camping8,entrance0,entrance1,entrance2,entrance3,entrance4,gate0,gate1,gate2,gate3,gate4,gate5,gate6,gate7,gate8,general-gate0,general-gate1,general-gate2,general-gate3,general-gate4,general-gate5,general-gate6,general-gate7,ranger-base,ranger-stop0,ranger-stop1,ranger-stop2,ranger-stop3,ranger-stop4,ranger-stop5,ranger-stop6,ranger-stop7
8/24/2015,116,4,33,,,,,,,,,,2,3,4,4,3,,,,,,,,,,,3,3,,1,1,,3,,3,,3,,,,,
8/24/2015,116,5,25,,,,,,,,,,2,3,,3,2,,,,,,,,,,,2,2,,2,2,,3,,2,,2,,,,,
8/24/2015,116,2P,35,2,,,,,,,,1,,,,,,2,2,,2,2,4,2,,4,,,,1,,1,,,4,,,,2,,2,4,
8/25/2015,117,1,474,1,2,8,14,15,13,10,8,7,18,13,19,26,16,,,,,,,,,,1,44,44,1,37,26,8,55,,44,,44,,,,,
8/25/2015,117,2,289,6,,3,7,8,8,4,2,6,6,13,14,12,15,,,,,,,,,,,27,27,2,24,15,2,34,,27,,27,,,,,
8/25/2015,117,3,107,1,,3,,5,1,,1,5,7,5,2,3,9,,,,,,,,,,,9,9,,9,8,1,11,,9,,9,,,,,
8/25/2015,117,4,22,,,,,,,,,,1,2,4,1,2,,,,,,,,,,,2,2,,2,,,2,,2,,2,,,,,
8/25/2015,117,5,13,,,,,,,,,,2,2,1,1,,,,,,,,,,,,1,1,,1,,,2,,1,,1,,,,,
8/25/2015,117,2P,87,,,,2,,4,,,1,,,,,,,,4,2,2,4,4,2,6,,2,4,1,2,5,,7,6,5,4,7,2,2,2,5,2
8/26/2015,118,1,488,4,2,10,15,5,12,10,7,15,14,14,20,29,25,,,,,,,,,,,45,45,4,35,28,7,52,,45,,45,,,,,
8/26/2015,118,2,245,3,,6,4,6,8,2,4,6,8,7,9,12,16,,,,,,,,,,,21,21,1,21,16,4,28,,21,,21,,,,,
8/26/2015,118,3,200,5,,4,4,4,3,1,5,5,11,8,6,17,7,,,,,,,,,,,16,16,2,14,11,5,24,,16,,16,,,,,
8/26/2015,118,4,34,,,,,,,,,,4,2,1,2,3,,,,,,,,,,,4,4,,1,3,,2,,4,,4,,,,,
8/26/2015,118,5,34,,,,,,,,,,1,1,3,3,2,,,,,,,,,,,5,5,,1,2,,1,,5,,5,,,,,
8/26/2015,118,2P,100,,,,,2,,,,4,,,,,,,,2,8,4,10,8,4,8,,,,2,,6,,4,8,,4,,8,,4,10,4
8/27/2015,119,1,419,4,,3,12,14,11,10,9,10,13,14,26,20,18,,,,,,,,,,,37,37,2,31,18,9,47,,37,,37,,,,,
8/27/2015,119,2,332,4,,8,8,7,10,4,4,8,13,16,12,16,11,,,,,,,,,,,31,31,1,29,14,4,39,,31,,31,,,,,
8/27/2015,119,3,106,1,1,3,1,3,1,3,,4,7,3,6,3,4,,,,,,,,,,,10,10,,10,5,,11,,10,,10,,,,,
8/27/2015,119,4,17,,,,,,,,,,1,2,2,1,,,,,,,,,,,,2,2,,1,,,2,,2,,2,,,,,
8/27/2015,119,5,9,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
8/27/2015,119,6,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
8/27/2015,119,2P,41,,,,,,,,,1,,,,,,,,,2,2,2,,,4,,2,2,1,2,3,,2,4,3,,3,2,2,2,2,
8/28/2015,120,1,452,7,,9,4,7,12,12,7,6,17,21,13,26,19,,,,,,,,,,,43,43,1,33,29,7,50,,43,,43,,,,,
8/28/2015,120,2,288,3,,2,5,8,14,2,4,8,8,14,13,11,12,,,,,,,,,,,25,25,2,26,15,4,37,,25,,25,,,,,
8/28/2015,120,3,204,2,1,1,5,3,9,1,5,2,11,5,9,12,6,,,,,,,,,,1,18,18,,20,9,5,25,,18,,18,,,,,
8/28/2015,120,4,29,,,,,,,,,,3,2,3,2,2,,,,,,,,,,,3,3,,2,1,,2,,3,,3,,,,,
8/28/2015,120,5,17,,,,,,,,,,2,2,,1,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
8/28/2015,120,2P,48,,,2,,,2,,,,,,,,,,,,,2,3,5,,4,,1,1,,1,1,,7,4,1,,2,,4,2,6,
8/29/2015,121,1,398,4,2,7,11,7,11,9,6,15,8,19,25,23,11,,,,,,,,,,,36,36,2,28,14,6,46,,36,,36,,,,,
8/29/2015,121,2,304,1,2,8,6,9,8,5,8,9,12,10,19,13,14,,,,,,,,,,1,25,25,3,23,11,8,34,,25,,25,,,,,
8/29/2015,121,3,156,,,1,3,2,2,4,6,2,6,4,2,10,7,,,,,,,,,,,17,17,,9,13,6,11,,17,,17,,,,,
8/29/2015,121,4,33,,,,,,,,,,1,2,1,3,3,,,,,,,,,,,4,4,,2,3,,2,,4,,4,,,,,
8/29/2015,121,5,9,,,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
8/29/2015,121,6,10,,,,,,,,,,1,1,1,1,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
8/29/2015,121,2P,33,,,,2,,2,,,2,,,,,,1,1,2,,,3,3,,2,,1,1,,,1,,3,2,1,2,1,,,,3,
8/30/2015,122,1,539,10,,12,8,10,15,20,9,7,25,18,26,24,14,,,,,,,,,,,52,52,2,40,29,9,53,,52,,52,,,,,
8/30/2015,122,2,290,2,,3,8,8,7,5,5,8,14,12,8,15,10,,,,,,,,,,,28,28,,20,18,5,30,,28,,28,,,,,
8/30/2015,122,3,209,,1,1,5,8,8,7,,5,9,8,8,8,7,,,,,,,,,,,20,20,1,19,10,,24,,20,,20,,,,,
8/30/2015,122,4,23,,,,,,,,,,,2,2,1,1,,,,,,,,,,,3,3,,2,1,,2,,3,,3,,,,,
8/30/2015,122,5,23,,,,,,,,,,1,3,2,2,2,,,,,,,,,,,2,2,,1,1,,3,,2,,2,,,,,
8/30/2015,122,2P,73,,,,,,,2,,1,,,,,,,,,4,2,4,2,2,8,,2,4,1,2,7,,2,8,5,,3,4,2,2,4,2
8/31/2015,123,1,447,7,2,13,12,4,11,10,8,10,20,21,21,30,15,,,,,,,,,,1,38,38,3,29,22,8,48,,38,,38,,,,,
8/31/2015,123,2,229,4,,2,3,4,6,1,5,5,10,11,11,11,8,,,,,,,,,,,22,22,,17,11,5,27,,22,,22,,,,,
8/31/2015,123,3,116,1,1,,1,4,2,1,,2,1,4,7,6,6,,,,,,,,,,,13,13,,10,6,,12,,13,,13,,,,,
8/31/2015,123,4,52,,,,,,,,,,3,7,5,5,,,,,,,,,,,,5,5,,5,,,7,,5,,5,,,,,
8/31/2015,123,5,25,,,,,,,,,,2,2,1,,2,,,,,,,,,,,3,3,,2,2,,2,,3,,3,,,,,
8/31/2015,123,6,8,,,,,,,,,,,,2,1,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
8/31/2015,123,2P,81,,,,,,,2,,1,,,,,,,,2,6,2,4,4,4,6,,2,2,1,2,7,,3,6,3,2,3,6,2,2,5,4
9/1/2015,124,1,925,13,,14,7,21,19,17,16,26,29,25,33,66,34,,,,6,2,6,4,2,4,,85,85,4,57,55,16,89,4,85,,85,6,,2,6,2
9/1/2015,124,1,471,11,,9,1,15,6,6,10,15,13,13,18,33,14,,,,,,,,,,,47,47,1,33,24,10,51,,47,,47,,,,,
9/1/2015,124,2,190,1,,4,3,4,7,1,2,5,12,6,4,11,10,,,,,,,,,,,18,18,,15,10,2,21,,18,,18,,,,,
9/1/2015,124,3,167,1,,1,3,2,6,10,4,5,,4,9,14,7,,,,,,,,,,,15,15,2,7,13,4,15,,15,,15,,,,,
9/1/2015,124,4,29,,,,,,,,,,1,,1,5,1,,,,2,,2,2,,,,2,2,,,3,,,,2,,2,2,,,2,
9/1/2015,124,5,22,,,,,,,,,,2,2,1,3,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
9/1/2015,124,6,7,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
9/1/2015,124,2P,39,,,,,,,,,1,,,,,,,,,4,2,4,2,2,4,,,,1,,3,,,4,,,,4,,2,4,2
9/2/2015,125,1,326,1,,6,13,7,6,1,5,12,13,15,11,17,12,,,,,,,,,,,32,32,1,24,16,5,33,,32,,32,,,,,
9/2/2015,125,2,136,1,,3,3,5,2,,4,3,10,12,5,6,4,,,,,,,,,,,10,10,,14,4,4,16,,10,,10,,,,,
9/2/2015,125,3,101,2,,2,1,3,1,5,,1,4,6,9,3,1,,,,,,,,,,,10,10,,10,2,,11,,10,,10,,,,,
9/2/2015,125,4,29,,,,,,,,,,1,3,1,3,2,,,,,,,,,,,3,3,,2,2,,3,,3,,3,,,,,
9/2/2015,125,5,19,,,,,,,,,,,2,,2,2,,,,,,,,,,,2,2,,1,2,,2,,2,,2,,,,,
9/2/2015,125,6,3,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
9/2/2015,125,2P,85,,,,,,,,,1,,,,,,,,4,4,2,6,6,4,6,,2,2,1,2,5,,5,6,3,4,3,4,2,2,7,4
9/3/2015,126,1,336,5,,6,8,8,8,13,2,6,16,13,16,20,12,,,,,,,,,,,30,30,,27,16,2,38,,30,,30,,,,,
9/3/2015,126,2,141,1,,2,2,4,1,4,3,4,8,5,6,9,7,,,,,,,,,,,14,14,,7,8,3,11,,14,,14,,,,,
9/3/2015,126,3,159,4,,1,4,4,3,3,3,6,4,5,3,9,7,,,,,,,,,,,14,14,1,14,10,3,19,,14,,14,,,,,
9/3/2015,126,4,32,,,,,,,,,,1,2,1,3,3,,,,,,,,,,,4,4,,1,3,,2,,4,,4,,,,,
9/3/2015,126,5,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
9/3/2015,126,6,14,,,,,,,,,,4,1,1,2,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
9/3/2015,126,2P,39,,,,,,,,,1,,,,,,,,,4,2,4,2,2,4,,,,1,,3,,,4,,,,4,,2,4,2
9/4/2015,127,1,418,4,,7,15,9,10,12,8,6,19,17,17,23,16,,,,,,,,,,,39,39,1,25,24,8,41,,39,,39,,,,,
9/4/2015,127,2,250,1,,3,4,5,1,5,10,2,11,5,17,10,12,,,,,,,,,,,26,26,1,15,15,10,19,,26,,26,,,,,
9/4/2015,127,3,154,1,,4,2,2,5,,3,4,3,3,7,12,8,,,,,,,,,,,14,14,3,11,10,3,17,,14,,14,,,,,
9/4/2015,127,4,31,,,,,,,,,,1,6,1,5,1,,,,,,,,,,,2,2,,2,1,,6,,2,,2,,,,,
9/4/2015,127,5,16,,,,,,,,,,1,1,,,2,,,,,,,,,,,2,2,,1,2,,1,,2,,2,,,,,
9/4/2015,127,6,21,,,,,,,,,,2,1,2,,1,,,,,,,,,,,3,3,,1,1,,1,,3,,3,,,,,
9/4/2015,127,2P,78,,,,,,,,,1,,,,,,1,1,4,2,2,4,4,2,4,,4,2,1,3,3,,6,4,5,4,6,2,4,2,5,2
9/5/2015,128,1,398,7,2,10,8,6,8,6,6,13,22,10,14,18,22,,,,,,,,,,1,35,35,2,32,22,6,43,,35,,35,,,,,
9/5/2015,128,2,245,4,2,7,5,5,6,,2,8,7,8,14,9,13,,,,,,,,,,1,21,21,1,23,13,2,31,,21,,21,,,,,
9/5/2015,128,3,127,1,2,1,,8,1,1,6,2,5,8,3,4,6,,,,,,,,,,1,10,10,,11,7,6,14,,10,,10,,,,,
9/5/2015,128,4,41,,,,,,,,,,3,3,3,3,2,,,,,,,,,,,5,5,,2,2,,3,,5,,5,,,,,
9/5/2015,128,5,9,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
9/5/2015,128,6,14,,,,,,,,,,1,1,2,,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
9/5/2015,128,2P,73,,,,,2,,,,1,,,,,,2,2,2,4,2,4,2,,6,,4,2,1,2,5,,4,6,3,2,5,4,2,2,4,
9/6/2015,129,1,350,6,,2,7,7,8,8,7,13,13,8,19,16,13,,,,,,,,,,,34,34,2,25,19,7,34,,34,,34,,,,,
9/6/2015,129,2,155,3,,7,1,2,4,4,,2,6,6,7,14,7,,,,,,,,,,,14,14,1,9,10,,16,,14,,14,,,,,
9/6/2015,129,3,122,,,2,,2,1,2,5,3,2,5,6,5,5,,,,,,,,,,,13,13,1,8,8,5,10,,13,,13,,,,,
9/6/2015,129,4,39,,,,,,,,,,1,2,4,4,3,,,,,,,,,,,5,5,,1,2,,2,,5,,5,,,,,
9/6/2015,129,5,15,,,,,,,,,,1,,2,1,2,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
9/6/2015,129,6,11,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
9/6/2015,129,2P,84,,,,,,,,,2,,,,,,,,2,6,4,4,2,2,6,,2,4,2,2,6,,3,6,5,2,5,6,2,4,5,2
9/7/2015,130,1,231,1,,5,2,1,6,8,9,3,10,7,12,11,11,,,,,,,,,,,21,21,1,14,17,9,20,,21,,21,,,,,
9/7/2015,130,2,192,4,,3,4,1,3,2,3,4,4,8,8,12,7,,,,,,,,,,,20,20,1,15,10,3,20,,20,,20,,,,,
9/7/2015,130,3,114,,,4,1,4,5,3,,2,1,6,7,6,5,,,,,,,,,,,11,11,,9,4,,13,,11,,11,,,,,
9/7/2015,130,4,28,,,,,,,,,,1,3,1,1,2,,,,,,,,,,,3,3,,3,2,,3,,3,,3,,,,,
9/7/2015,130,5,25,,,,,,,,,,1,3,3,2,3,,,,,,,,,,,2,2,,1,1,,3,,2,,2,,,,,
9/7/2015,130,6,10,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
9/7/2015,130,2P,113,,,,,2,,2,2,2,,,,,,,,2,6,4,10,6,2,8,,2,2,2,2,6,2,7,8,3,2,3,6,4,4,12,2
9/8/2015,131,1,257,3,2,3,8,4,10,6,5,6,14,7,9,18,13,,,,,,,,,,1,19,19,2,20,14,5,31,,19,,19,,,,,
9/8/2015,131,2,189,6,,4,,3,7,1,1,3,10,8,11,6,9,,,,,,,,,,,18,17,2,16,10,1,20,,18,,18,,,,,
9/8/2015,131,3,110,,2,1,,1,7,1,4,,5,6,3,2,6,,,,,,,,,,1,10,10,,8,8,4,11,,10,,10,,,,,
9/8/2015,131,4,25,,,,,,,,,,2,2,2,1,1,,,,,,,,,,,3,3,,2,1,,2,,3,,3,,,,,
9/8/2015,131,5,15,,,,,,,,,,2,,1,2,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
9/8/2015,131,6,6,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,
9/8/2015,131,2P,19,,,,,,,,,1,,,,,,,,,2,2,2,,,2,,,,1,,1,,,2,,,,2,,2,2,
9/9/2015,132,1,313,,,4,6,2,13,5,9,3,11,12,11,13,13,,,,,,,,,,,31,31,,24,21,9,33,,31,,31,,,,,
9/9/2015,132,2,174,1,,1,6,3,5,4,1,5,6,6,9,13,9,,,,,,,,,,,17,18,,9,10,1,16,,17,,17,,,,,
9/9/2015,132,3,149,,2,2,2,2,4,2,1,3,7,7,7,5,8,,,,,,,,,,1,15,15,,11,10,1,14,,15,,15,,,,,
9/9/2015,132,4,14,,,,,,,,,,2,1,2,2,1,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
9/9/2015,132,5,38,,,,,,,,,,3,3,3,2,3,,,,,,,,,,,4,4,,3,2,,3,,4,,4,,,,,
9/9/2015,132,6,23,,,,,,,,,,1,1,,1,3,,,,,,,,,,,3,3,,1,3,,1,,3,,3,,,,,
9/9/2015,132,2P,76,,,2,,,,,,2,,,,,,,,2,4,4,6,4,2,5,,2,1,2,2,3,,5,5,1,2,3,4,2,4,7,2
9/10/2015,133,1,309,,,12,8,7,18,4,1,4,14,9,10,20,13,,,,,,,,,,,24,24,,29,15,1,48,,24,,24,,,,,
9/10/2015,133,2,177,3,2,2,2,3,4,2,2,4,8,6,6,11,7,,,,,,,,,,2,19,19,,11,9,2,15,,19,,19,,,,,
9/10/2015,133,3,90,2,,,3,3,2,7,,,4,2,3,6,4,,,,,,,,,,,8,8,,5,7,,10,,8,,8,,,,,
9/10/2015,133,4,24,,,,,,,,,,3,3,,4,1,,,,,,,,,,,2,2,,1,1,,3,,2,,2,,,,,
9/10/2015,133,5,13,,,,,,,,,,1,,1,1,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
9/10/2015,133,6,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2015,133,2P,33,,,,,,,,2,1,,,,,,,,,2,2,2,,,5,,,1,1,,2,2,,5,2,,,2,,2,2,
9/11/2015,134,1,332,6,,3,4,13,9,5,5,12,11,17,13,16,11,,,,,,,,,,,31,31,1,27,9,5,41,,31,,31,,,,,
9/11/2015,134,2,260,3,2,5,3,6,11,7,,5,15,6,13,8,8,,,,,,,,,,1,25,25,1,24,12,,30,,25,,25,,,,,
9/11/2015,134,3,125,2,,1,,4,4,6,2,1,8,2,4,12,4,,,,,,,,,,,11,11,,9,7,2,13,,11,,11,,,,,
9/11/2015,134,4,15,,,,,,,,,,2,3,2,3,1,,,,,,,,,,,,,,1,,,3,,,,,,,,,
9/11/2015,134,5,18,,,,,,,,,,1,1,,2,2,,,,,,,,,,,2,2,,1,2,,1,,2,,2,,,,,
9/11/2015,134,6,32,,,,,,,,,,2,1,1,1,5,,,,,,,,,,,4,4,,1,4,,1,,4,,4,,,,,
9/11/2015,134,2P,46,,,,,,,,,1,,,,,,,,2,2,2,2,2,2,1,,2,2,1,2,2,,3,1,3,2,3,2,2,2,3,2
9/12/2015,135,1,391,6,,3,13,12,9,7,10,10,18,15,17,22,11,,,,,,,,,,,34,34,1,27,22,10,42,,34,,34,,,,,
9/12/2015,135,2,255,3,2,7,6,7,9,3,5,5,12,8,15,9,11,,,,,,,,,,1,21,21,2,23,9,5,29,,21,,21,,,,,
9/12/2015,135,3,110,,,2,2,,3,3,4,2,4,5,2,10,5,,,,,,,,,,,10,10,,5,9,4,10,,10,,10,,,,,
9/12/2015,135,4,28,,,,,,,,,,2,3,2,3,1,,,,,,,,,,,3,3,,1,1,,3,,3,,3,,,,,
9/12/2015,135,6,19,,,,,,,,,,,2,,2,2,,,,,,,,,,,2,2,,1,2,,2,,2,,2,,,,,
9/12/2015,135,2P,45,,,,,,,,,,,,,,,,,,2,,2,2,2,5,,2,2,,2,5,,2,5,3,,3,2,2,,2,2
9/13/2015,136,1,386,5,4,5,8,10,10,9,8,7,15,15,19,17,18,,,,,,,,,,4,33,33,2,33,15,8,42,,33,,33,,,,,
9/13/2015,136,2,206,3,2,2,4,3,6,1,5,8,7,5,10,18,11,,,,,,,,,,1,17,17,3,12,10,5,22,,17,,17,,,,,
9/13/2015,136,3,95,1,,1,,,6,1,5,1,3,9,4,3,4,,,,,,,,,,,7,7,,7,6,5,11,,7,,7,,,,,
9/13/2015,136,4,44,,,,,,,,,,5,3,3,2,2,,,,,,,,,,,5,5,,4,2,,3,,5,,5,,,,,
9/13/2015,136,5,14,,,,,,,,,,1,2,,2,1,,,,,,,,,,,1,1,,1,1,,2,,1,,1,,,,,
9/13/2015,136,6,7,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
9/13/2015,136,2P,83,2,,,,,,,,1,,,,,,2,2,,4,4,6,4,2,8,,2,2,1,2,5,,2,8,3,,3,4,2,6,6,2
9/14/2015,137,1,317,5,,7,7,9,10,4,4,7,11,11,14,18,15,,,,,,,,,,,28,28,1,23,16,4,39,,28,,28,,,,,
9/14/2015,137,2,177,3,,2,2,3,3,3,1,4,9,4,6,13,8,,,,,,,,,,,20,20,,10,11,1,14,,20,,20,,,,,
9/14/2015,137,3,168,1,,1,,3,8,1,7,2,6,7,4,10,5,,,,,,,,,,,16,16,,13,10,7,19,,16,,16,,,,,
9/14/2015,137,5,9,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
9/14/2015,137,6,8,,,,,,,,,,1,,1,2,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
9/14/2015,137,2P,40,,,,,,,,2,,,,,,,,,2,2,2,2,2,,4,,,2,,,4,2,2,4,2,2,,2,,2,2,
9/15/2015,138,1,356,4,,6,1,4,11,7,3,10,10,11,15,16,18,,,,,,,,,,,38,38,1,27,23,3,34,,38,,38,,,,,
9/15/2015,138,2,196,2,,4,5,7,4,,1,5,9,7,7,15,6,,,,,,,,,,,19,19,,15,7,1,25,,19,,19,,,,,
9/15/2015,138,3,139,1,2,3,1,1,3,1,4,2,5,2,7,10,7,,,,,,,,,,2,14,14,1,6,10,4,11,,14,,14,,,,,
9/15/2015,138,4,31,,,,,,,,,,1,1,3,4,1,,,,2,,2,2,,,,2,2,,,2,,1,,2,,2,2,,,2,
9/15/2015,138,5,36,,,,,,,,,,2,3,6,1,2,,,,,,,,,,,4,4,,3,,,3,,4,,4,,,,,
9/15/2015,138,6,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2015,138,2P,40,,,4,,,,,,,,,,,,,,,,2,4,4,2,6,,,,,,,,4,6,,,,,,2,4,2
9/16/2015,139,1,312,3,,9,7,7,6,,2,7,7,15,12,14,21,,,,,,,,,,,31,31,,24,19,2,33,,31,,31,,,,,
9/16/2015,139,2,172,,,2,3,6,4,3,,2,9,11,10,10,5,,,,,,,,,,,14,14,2,17,7,,25,,14,,14,,,,,
9/16/2015,139,3,94,,,2,2,,1,,2,2,5,5,3,4,4,,,,,,,,,,,9,9,1,9,6,2,10,,9,,9,,,,,
9/16/2015,139,4,20,,,,,,,,,,2,2,,2,2,,,,,,,,,,,2,2,,,2,,2,,2,,2,,,,,
9/16/2015,139,5,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2015,139,6,12,,,,,,,,,,1,2,1,,,,,,,,,,,,,1,1,,2,,,2,,1,,1,,,,,
9/16/2015,139,2P,41,,,,,,,,,1,,,,,,,,,2,2,2,,,4,,2,2,1,2,3,,2,4,3,,3,2,2,2,2,
9/17/2015,140,1,338,2,8,3,6,6,12,1,3,7,12,10,8,17,16,,,,,,,,,,6,35,35,,27,18,3,33,,35,,35,,,,,
9/17/2015,140,2,209,2,,2,1,7,1,1,6,5,13,10,5,11,10,,,,,,,,,,,18,18,,19,14,6,24,,18,,18,,,,,
9/17/2015,140,3,149,2,,3,,3,4,3,3,2,4,9,5,7,7,,,,,,,,,,,14,15,,10,11,3,14,,15,,15,,,,,
9/17/2015,140,4,9,,,,,,,,,,,1,1,2,,,,,,,,,,,,1,1,,,,,1,,1,,1,,,,,
9/17/2015,140,5,23,,,,,,,,,,,2,2,1,1,,,,,,,,,,,3,3,,2,1,,2,,3,,3,,,,,
9/17/2015,140,6,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
9/17/2015,140,2P,49,,,,,,,,,1,,,,,,,,2,2,2,2,2,2,2,,2,2,1,2,3,,3,2,3,2,3,2,2,2,3,2
9/18/2015,141,1,261,4,,9,5,4,6,2,8,4,6,10,14,16,9,,,,,,,,,,,23,23,1,18,14,8,31,,23,,23,,,,,
9/18/2015,141,2,145,,2,1,4,8,2,1,2,4,9,9,4,6,7,,,,,,,,,,2,11,11,1,14,7,2,16,,11,,11,,,,,
9/18/2015,141,3,208,2,,6,3,3,4,4,6,2,5,7,5,19,14,,,,,,,,,,,19,18,,13,13,6,23,,18,,18,,,,,
9/18/2015,141,5,19,,,,,,,,,,1,1,2,2,2,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
9/18/2015,141,6,9,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
9/18/2015,141,2P,82,,,,2,,,,2,,,,,,,,,,4,,10,10,6,8,,,,,,4,2,4,8,,,,4,2,,10,6
9/19/2015,142,1,313,2,4,6,7,8,11,3,8,4,17,14,15,17,12,,,,,,,,,,4,26,26,,22,11,8,36,,26,,26,,,,,
9/19/2015,142,2,274,2,,1,9,5,5,1,7,4,10,5,12,11,16,,,,,,,,,,,28,28,1,23,16,7,27,,28,,28,,,,,
9/19/2015,142,3,184,2,2,4,6,,7,2,2,3,11,8,6,11,2,,,,,,,,,,2,17,17,,16,6,2,24,,17,,17,,,,,
9/19/2015,142,4,38,,,,,,,,,,4,4,3,1,4,,,,,,,,,,,3,3,,4,2,,4,,3,,3,,,,,
9/19/2015,142,5,23,,,,,,,,,,2,1,,,3,,,,,,,,,,,3,3,,1,3,,1,,3,,3,,,,,
9/19/2015,142,6,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2015,142,2P,29,,,,,,,,,1,,,,,,,,,2,2,2,,,4,,,2,1,,3,,,4,2,,,2,,2,2,
9/20/2015,143,1,286,3,,10,6,4,7,5,8,,13,15,9,15,11,,,,,,,,,,,25,25,,23,18,8,31,,25,,25,,,,,
9/20/2015,143,2,292,6,,4,12,9,2,6,5,3,6,7,15,28,9,,,,,,,,,,,26,26,1,19,14,5,37,,26,,26,,,,,
9/20/2015,143,3,166,1,,4,2,4,4,4,2,5,8,6,9,5,4,,,,,,,,,,,16,16,2,14,8,2,18,,16,,16,,,,,
9/20/2015,143,4,33,,,,,,,,,,3,3,3,3,2,,,,,,,,,,,3,3,,3,1,,3,,3,,3,,,,,
9/20/2015,143,5,36,,,,,,,,,,2,2,4,3,1,,,,,,,,,,,5,5,,1,1,,2,,5,,5,,,,,
9/20/2015,143,6,14,,,,,,,,,,1,1,2,,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
9/20/2015,143,2P,130,,,,,,,,,2,,,,,,,,4,6,4,6,6,6,8,,4,6,2,4,10,,6,8,8,4,8,6,4,4,8,6
9/21/2015,144,1,250,6,1,3,4,7,5,4,6,3,10,10,11,12,12,,,,,,,,,,1,23,23,,19,11,6,27,,23,,23,,,,,
9/21/2015,144,2,127,,,1,1,4,4,,1,4,4,4,8,7,6,,,,,,,,,,,13,13,1,10,7,1,12,,13,,13,,,,,
9/21/2015,144,3,160,1,,5,2,3,2,7,2,4,6,10,5,8,5,,,,,,,,,,,15,15,,12,11,2,15,,15,,15,,,,,
9/21/2015,144,4,41,,,,,,,,,,3,3,2,1,3,,,,,,,,,,,5,5,,3,3,,3,,5,,5,,,,,
9/21/2015,144,5,38,,,,,,,,,,1,2,4,2,3,,,,,,,,,,,5,5,,2,2,,2,,5,,5,,,,,
9/21/2015,144,6,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2015,144,2P,22,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,2,2,,2,2,3,,3,,2,,,
9/22/2015,145,1,326,3,2,9,5,2,11,,6,5,9,16,13,17,12,,,,,,,,,,2,32,32,,26,14,6,40,,32,,32,,,,,
9/22/2015,145,2,98,3,,5,2,3,1,1,1,1,5,5,3,8,3,,,,,,,,,,,7,7,,9,4,1,15,,7,,7,,,,,
9/22/2015,145,3,148,,,8,2,4,3,2,1,2,6,6,6,8,4,,,,,,,,,,,15,15,,12,7,1,16,,15,,15,,,,,
9/22/2015,145,4,14,,,,,,,,,,,1,2,1,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
9/22/2015,145,5,9,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
