date,Campsite,site_num,1,2,3,4,5,6,2P
8/4/2015,gate8,16,,,,,,,6
8/4/2015,general-gate0,38,,,2,,,,
8/4/2015,general-gate1,17,43,24,20,2,2,,3
8/4/2015,general-gate2,18,43,24,20,2,2,,5
8/4/2015,general-gate3,19,2,1,,,,,
8/4/2015,general-gate4,20,40,19,11,2,2,,2
8/4/2015,general-gate5,21,31,10,10,3,,,5
8/4/2015,general-gate6,22,5,3,6,,,,
8/4/2015,general-gate7,23,56,23,14,2,3,,2
8/4/2015,ranger-base,24,,,,,,,6
8/4/2015,ranger-stop0,25,43,24,20,2,2,,7
8/4/2015,ranger-stop2,26,43,24,20,2,2,,4
8/4/2015,ranger-stop3,27,,,,2,,,2
8/4/2015,ranger-stop4,28,,,,,,,2
8/4/2015,ranger-stop6,30,,,,2,,,1
8/5/2015,camping0,1,3,,,,,,
8/5/2015,camping2,2,5,1,3,,,,
8/5/2015,camping3,3,2,,2,,,,
8/5/2015,camping4,31,4,4,3,,,,
8/5/2015,camping5,4,10,9,5,,,,
8/5/2015,camping6,5,11,7,2,,,,
8/5/2015,camping7,6,6,3,2,,,,
8/5/2015,camping8,7,11,5,4,,,,
8/5/2015,entrance0,8,14,6,7,1,1,1,
8/5/2015,entrance1,9,14,7,8,3,1,,
8/5/2015,entrance2,10,19,7,6,3,,,
8/5/2015,entrance3,11,26,12,9,4,,,
8/5/2015,entrance4,12,13,15,7,5,,1,
8/5/2015,gate8,16,,,,,,,2
8/5/2015,general-gate1,17,36,19,21,4,,1,2
8/5/2015,general-gate2,18,36,19,21,4,,1,2
8/5/2015,general-gate3,19,1,1,,,,,
8/5/2015,general-gate4,20,22,15,13,1,1,,2
8/5/2015,general-gate5,21,20,15,11,3,,1,2
8/5/2015,general-gate6,22,6,3,2,,,,
8/5/2015,general-gate7,23,34,21,17,3,1,,2
8/5/2015,ranger-base,24,,,,,,,2
8/5/2015,ranger-stop0,25,36,19,21,4,,1,3
8/5/2015,ranger-stop2,26,36,19,21,4,,1,3
8/5/2015,ranger-stop4,28,,,,,,,2
8/6/2015,camping0,1,5,1,1,,,,
8/6/2015,camping1,37,2,,4,,,,
8/6/2015,camping2,2,8,2,2,,,,
8/6/2015,camping3,3,12,6,1,,,,
8/6/2015,camping4,31,4,6,,,,,
8/6/2015,camping5,4,11,1,1,,,,
8/6/2015,camping6,5,9,3,6,,,,
8/6/2015,camping7,6,8,1,8,,,,2
8/6/2015,camping8,7,13,4,5,,,,1
8/6/2015,entrance0,8,14,9,9,3,,,
8/6/2015,entrance1,9,16,8,4,2,1,2,
8/6/2015,entrance2,10,18,8,7,3,,1,
8/6/2015,entrance3,11,22,8,8,2,,3,
8/6/2015,entrance4,12,21,9,8,2,1,,
8/6/2015,gate3,13,,,,,,,4
8/6/2015,gate4,14,,,,,,,4
8/6/2015,gate5,15,,,,,,,6
8/6/2015,gate6,33,,,,,,,4
8/6/2015,gate7,34,,,,,,,2
8/6/2015,gate8,16,,,,,,,8
8/6/2015,general-gate0,38,2,,2,,,,
8/6/2015,general-gate1,17,42,15,18,3,1,1,2
8/6/2015,general-gate2,18,41,15,18,3,1,1,4
8/6/2015,general-gate3,19,3,,1,,,,1
8/6/2015,general-gate4,20,30,13,7,1,1,,2
8/6/2015,general-gate5,21,24,6,10,1,1,,7
8/6/2015,general-gate6,22,8,1,8,,,,2
8/6/2015,general-gate7,23,45,18,9,2,1,2,4
8/6/2015,ranger-base,24,,,,,,,8
8/6/2015,ranger-stop0,25,42,15,18,3,1,1,5
8/6/2015,ranger-stop2,26,42,15,18,3,1,1,3
8/6/2015,ranger-stop3,27,,,,,,,4
8/6/2015,ranger-stop4,28,,,,,,,4
8/6/2015,ranger-stop5,29,,,,,,,4
8/6/2015,ranger-stop6,30,,,,,,,6
8/6/2015,ranger-stop7,36,,,,,,,2
8/7/2015,camping0,1,4,5,3,,,,
8/7/2015,camping1,37,2,,,,,,
8/7/2015,camping2,2,7,6,,,,,
8/7/2015,camping3,3,16,6,4,,,,
8/7/2015,camping4,31,16,7,3,,,,
8/7/2015,camping5,4,10,9,2,,,,
8/7/2015,camping6,5,7,6,7,,,,
8/7/2015,camping7,6,13,6,9,,,,
8/7/2015,camping8,7,23,8,3,,,,
8/7/2015,entrance0,8,26,19,7,1,3,1,
8/7/2015,entrance1,9,13,14,9,3,2,,
8/7/2015,entrance2,10,14,14,8,2,4,2,
8/7/2015,entrance3,11,34,26,13,3,2,2,
8/7/2015,entrance4,12,22,18,6,3,2,1,
8/7/2015,gate0,39,,,,,,,1
8/7/2015,gate1,40,,,,,,,1
8/7/2015,gate2,32,,,,,,,2
8/7/2015,gate3,13,,,,,,,2
8/7/2015,gate5,15,,,,,,,1
8/7/2015,gate6,33,,,,,,,1
8/7/2015,gate8,16,,,,,,,2
8/7/2015,general-gate0,38,1,,,,,,
8/7/2015,general-gate1,17,54,36,21,5,4,1,1
8/7/2015,general-gate2,18,55,36,21,5,4,1,1
8/7/2015,general-gate3,19,1,,1,,,,
8/7/2015,general-gate4,20,32,27,13,2,2,,
8/7/2015,general-gate5,21,29,20,17,3,1,,1
8/7/2015,general-gate6,22,13,6,9,,,,
8/7/2015,general-gate7,23,53,40,17,3,3,,1
8/7/2015,ranger-base,24,,,,,,,2
8/7/2015,ranger-stop0,25,54,36,21,5,4,1,3
8/7/2015,ranger-stop1,35,,,,,,,2
8/7/2015,ranger-stop2,26,54,36,21,5,4,1,3
8/7/2015,ranger-stop3,27,,,,,,,2
8/7/2015,ranger-stop6,30,,,,,,,1
8/8/2015,camping0,1,6,3,2,,,,
8/8/2015,camping1,37,,,6,,,,
8/8/2015,camping2,2,18,3,,,,,
8/8/2015,camping3,3,16,5,1,,,,
8/8/2015,camping4,31,12,4,3,,,,
8/8/2015,camping5,4,15,10,4,,,,
8/8/2015,camping6,5,7,5,1,,,,
8/8/2015,camping7,6,14,5,1,,,,
8/8/2015,camping8,7,20,1,2,,,,2
8/8/2015,entrance0,8,31,6,5,1,2,,
8/8/2015,entrance1,9,15,10,3,,5,1,
8/8/2015,entrance2,10,29,8,7,1,2,1,
8/8/2015,entrance3,11,30,16,6,1,1,2,
8/8/2015,entrance4,12,26,8,6,1,3,,
8/8/2015,gate2,32,,,,,,,2
8/8/2015,gate3,13,,,,,,,4
8/8/2015,gate4,14,,,,,,,4
8/8/2015,gate5,15,,,,,,,4
8/8/2015,gate6,33,,,,,,,2
8/8/2015,gate7,34,,,,,,,2
8/8/2015,gate8,16,,,,,,,4
8/8/2015,general-gate0,38,,,3,,,,
8/8/2015,general-gate1,17,57,19,13,,3,1,2
8/8/2015,general-gate2,18,57,19,13,,3,1,2
8/8/2015,general-gate3,19,5,,1,,,,2
8/8/2015,general-gate4,20,48,15,10,,3,,2
8/8/2015,general-gate5,21,32,13,7,,2,,4
8/8/2015,general-gate6,22,14,5,1,,,,
8/8/2015,general-gate7,23,67,27,12,,4,1,3
8/8/2015,ranger-base,24,,,,,,,4
8/8/2015,ranger-stop0,25,57,19,13,,3,1,3
8/8/2015,ranger-stop1,35,,,,,,,2
8/8/2015,ranger-stop2,26,57,19,13,,3,1,3
8/8/2015,ranger-stop3,27,,,,,,,4
8/8/2015,ranger-stop4,28,,,,,,,2
8/8/2015,ranger-stop5,29,,,,,,,4
8/8/2015,ranger-stop6,30,,,,,,,5
8/8/2015,ranger-stop7,36,,,,,,,2
8/9/2015,camping0,1,3,7,4,,,,
8/9/2015,camping1,37,1,,2,,,,
8/9/2015,camping2,2,14,3,3,,,,
8/9/2015,camping3,3,16,2,1,,,,
8/9/2015,camping4,31,16,6,3,,,,2
8/9/2015,camping5,4,19,6,8,,,,
8/9/2015,camping6,5,12,,12,,,,4
8/9/2015,camping7,6,7,7,3,,,,
8/9/2015,camping8,7,15,4,4,,,,
8/9/2015,entrance0,8,21,13,7,4,2,1,
8/9/2015,entrance1,9,22,6,7,4,1,,
8/9/2015,entrance2,10,28,10,10,4,3,1,
8/9/2015,entrance3,11,30,10,11,3,1,,
8/9/2015,entrance4,12,23,5,8,3,3,,
8/9/2015,gate3,13,,,,,,,4
8/9/2015,gate5,15,,,,,,,6
8/9/2015,gate6,33,,,,,,,6
8/9/2015,gate7,34,,,,,,,2
8/9/2015,gate8,16,,,,,,,6
8/9/2015,general-gate0,38,1,,1,,,,
8/9/2015,general-gate1,17,63,16,23,5,4,1,
8/9/2015,general-gate2,18,63,16,23,5,4,1,
8/9/2015,general-gate3,19,,1,,,,,
8/9/2015,general-gate4,20,60,16,15,3,1,,
8/9/2015,general-gate5,21,32,7,14,2,2,,4
8/9/2015,general-gate6,22,7,7,3,,,,
8/9/2015,general-gate7,23,79,27,21,4,1,,4
8/9/2015,ranger-base,24,,,,,,,6
8/9/2015,ranger-stop0,25,63,16,23,5,4,1,
8/9/2015,ranger-stop2,26,63,16,23,5,4,1,
8/9/2015,ranger-stop3,27,,,,,,,4
8/9/2015,ranger-stop4,28,,,,,,,2
8/9/2015,ranger-stop6,30,,,,,,,6
8/9/2015,ranger-stop7,36,,,,,,,2
8/10/2015,camping0,1,1,2,,,,,
8/10/2015,camping1,37,2,,2,,,,
8/10/2015,camping2,2,13,5,2,,,,
8/10/2015,camping3,3,11,9,5,,,,
8/10/2015,camping4,31,16,6,4,,,,2
8/10/2015,camping5,4,12,4,6,,,,
8/10/2015,camping6,5,4,4,6,,,,
8/10/2015,camping7,6,8,1,5,,,,
8/10/2015,camping8,7,17,5,5,,,,1
8/10/2015,entrance0,8,20,13,8,,,,
8/10/2015,entrance1,9,19,7,5,1,1,,
8/10/2015,entrance2,10,19,11,9,1,,,
8/10/2015,entrance3,11,28,8,14,2,,,
8/10/2015,entrance4,12,20,14,4,4,1,,
8/10/2015,gate2,32,,,,,,,2
8/10/2015,gate3,13,,,,,,,2
8/10/2015,gate4,14,,,,,,,4
8/10/2015,gate5,15,,,,,,,6
8/10/2015,gate6,33,,,,,,,6
8/10/2015,gate7,34,,,,,,,2
8/10/2015,gate8,16,,,,,,,8
8/10/2015,general-gate0,38,1,,1,,,,
8/10/2015,general-gate1,17,42,25,22,3,1,,2
8/10/2015,general-gate2,18,42,25,22,3,1,,2
8/10/2015,general-gate3,19,3,,1,,,,1
8/10/2015,general-gate4,20,41,24,14,1,1,,2
8/10/2015,general-gate5,21,23,16,13,3,1,,3
8/10/2015,general-gate6,22,8,1,5,,,,
8/10/2015,general-gate7,23,56,27,21,1,1,,7
8/10/2015,ranger-base,24,,,,,,,8
8/10/2015,ranger-stop0,25,42,25,22,3,1,,3
8/10/2015,ranger-stop1,35,,,,,,,2
8/10/2015,ranger-stop2,26,42,25,22,3,1,,3
8/10/2015,ranger-stop3,27,,,,,,,2
8/10/2015,ranger-stop4,28,,,,,,,4
8/10/2015,ranger-stop5,29,,,,,,,4
8/10/2015,ranger-stop6,30,,,,,,,8
8/10/2015,ranger-stop7,36,,,,,,,2
8/11/2015,camping0,1,4,1,1,,,,
8/11/2015,camping1,37,2,,,,,,
8/11/2015,camping2,2,3,2,2,,,,2
8/11/2015,camping3,3,12,4,4,,,,
8/11/2015,camping4,31,10,8,3,,,,
8/11/2015,camping5,4,11,4,4,,,,
8/11/2015,camping6,5,10,5,7,,,,
8/11/2015,camping7,6,9,4,5,,,,
8/11/2015,camping8,7,17,5,2,,,,2
8/11/2015,entrance0,8,16,15,5,3,2,1,
8/11/2015,entrance1,9,15,8,7,2,2,2,
8/11/2015,entrance2,10,24,12,10,1,2,2,
8/11/2015,entrance3,11,28,12,14,4,1,1,
8/11/2015,entrance4,12,19,15,3,2,1,4,
8/11/2015,gate2,32,,,,,,,4
8/11/2015,gate3,13,,,,,,,6
8/11/2015,gate4,14,,,,,,,6
8/11/2015,gate5,15,,,,,,,6
8/11/2015,gate6,33,,,,,,,6
8/11/2015,gate7,34,,,,,,,4
8/11/2015,gate8,16,,,,,,,8
8/11/2015,general-gate0,38,1,,,,,,
8/11/2015,general-gate1,17,45,22,16,3,3,2,4
8/11/2015,general-gate2,18,45,22,16,3,3,2,8
8/11/2015,general-gate3,19,1,2,,,,,2
8/11/2015,general-gate4,20,32,17,12,1,2,2,4
8/11/2015,general-gate5,21,26,14,8,2,1,2,8
8/11/2015,general-gate6,22,9,4,5,,,,
8/11/2015,general-gate7,23,49,23,21,2,2,2,8
8/11/2015,ranger-base,24,,,,,,,8
8/11/2015,ranger-stop0,25,45,22,16,3,3,2,10
8/11/2015,ranger-stop1,35,,,,,,,4
8/11/2015,ranger-stop2,26,45,22,16,3,3,2,8
8/11/2015,ranger-stop3,27,,,,,,,6
8/11/2015,ranger-stop4,28,,,,,,,4
8/11/2015,ranger-stop5,29,,,,,,,6
8/11/2015,ranger-stop6,30,,,,,,,8
8/11/2015,ranger-stop7,36,,,,,,,4
8/12/2015,camping0,1,3,3,3,,,,
8/12/2015,camping2,2,9,3,3,,,,
8/12/2015,camping3,3,11,4,4,,,,
8/12/2015,camping4,31,14,4,3,,,,
8/12/2015,camping5,4,8,4,1,,,,
8/12/2015,camping6,5,14,1,4,,,,
8/12/2015,camping7,6,8,2,3,,,,
8/12/2015,camping8,7,13,3,1,,,,2
8/12/2015,entrance0,8,11,7,7,2,3,,
8/12/2015,entrance1,9,16,7,2,3,2,1,
8/12/2015,entrance2,10,21,7,4,3,1,1,
8/12/2015,entrance3,11,30,6,8,2,1,,
8/12/2015,entrance4,12,17,10,7,4,1,,
8/12/2015,gate2,32,,,,,,,2
8/12/2015,gate3,13,,,,,,,4
8/12/2015,gate4,14,,,,,,,4
8/12/2015,gate5,15,,,,,,,4
8/12/2015,gate6,33,,,,,,,2
8/12/2015,gate7,34,,,,,,,2
8/12/2015,gate8,16,,,,,,,4
8/12/2015,general-gate1,17,51,20,15,5,2,1,2
8/12/2015,general-gate2,18,51,20,15,5,2,1,2
8/12/2015,general-gate3,19,2,,,,,,2
8/12/2015,general-gate4,20,35,15,13,3,2,1,2
8/12/2015,general-gate5,21,29,11,10,3,1,,4
8/12/2015,general-gate6,22,8,2,3,,,,
8/12/2015,general-gate7,23,48,19,16,3,2,1,3
8/12/2015,ranger-base,24,,,,,,,4
8/12/2015,ranger-stop0,25,51,20,15,5,2,1,3
8/12/2015,ranger-stop1,35,,,,,,,2
8/12/2015,ranger-stop2,26,51,20,15,5,2,1,3
8/12/2015,ranger-stop3,27,,,,,,,4
8/12/2015,ranger-stop4,28,,,,,,,2
8/12/2015,ranger-stop5,29,,,,,,,4
8/12/2015,ranger-stop6,30,,,,,,,5
8/12/2015,ranger-stop7,36,,,,,,,2
8/13/2015,camping0,1,3,4,1,,,,
8/13/2015,camping1,37,,,2,,,,
8/13/2015,camping2,2,6,1,1,,,,
8/13/2015,camping3,3,8,4,,,,,
8/13/2015,camping4,31,14,3,5,,,,
8/13/2015,camping5,4,11,2,,,,,
8/13/2015,camping6,5,4,,10,,,,
8/13/2015,camping7,6,2,4,1,,,,
8/13/2015,camping8,7,8,2,4,,,,1
8/13/2015,entrance0,8,10,4,7,,1,,
8/13/2015,entrance1,9,14,4,5,1,1,,
8/13/2015,entrance2,10,12,9,4,2,1,,
8/13/2015,entrance3,11,23,12,6,2,,,
8/13/2015,entrance4,12,22,7,4,,1,,
8/13/2015,gate2,32,,,,,,,2
8/13/2015,gate3,13,,,,,,,2
8/13/2015,gate4,14,,,,,,,2
8/13/2015,gate5,15,,,,,,,2
8/13/2015,gate6,33,,,,,,,2
8/13/2015,gate7,34,,,,,,,2
8/13/2015,gate8,16,,,,,,,2
8/13/2015,general-gate0,38,,,1,,,,
8/13/2015,general-gate1,17,28,14,13,3,2,,2
8/13/2015,general-gate2,18,28,14,13,3,2,,2
8/13/2015,general-gate3,19,4,1,1,,,,1
8/13/2015,general-gate4,20,25,10,6,1,1,,2
8/13/2015,general-gate5,21,23,8,9,,1,,3
8/13/2015,general-gate6,22,2,4,1,,,,
8/13/2015,general-gate7,23,43,18,8,1,1,,3
8/13/2015,ranger-base,24,,,,,,,2
8/13/2015,ranger-stop0,25,28,14,13,3,2,,3
8/13/2015,ranger-stop1,35,,,,,,,2
8/13/2015,ranger-stop2,26,28,14,13,3,2,,3
8/13/2015,ranger-stop3,27,,,,,,,2
8/13/2015,ranger-stop4,28,,,,,,,2
8/13/2015,ranger-stop5,29,,,,,,,2
8/13/2015,ranger-stop6,30,,,,,,,3
8/13/2015,ranger-stop7,36,,,,,,,2
8/14/2015,camping0,1,10,5,,,,,
8/14/2015,camping2,2,5,4,3,,,,
8/14/2015,camping3,3,6,4,2,,,,
8/14/2015,camping4,31,15,7,6,,,,
8/14/2015,camping5,4,8,5,4,,,,
8/14/2015,camping6,5,13,5,4,,,,
8/14/2015,camping7,6,9,5,2,,,,2
8/14/2015,camping8,7,19,8,2,,,,
8/14/2015,entrance0,8,20,15,7,1,1,,
8/14/2015,entrance1,9,15,17,7,1,,,
8/14/2015,entrance2,10,16,14,6,3,,1,
8/14/2015,entrance3,11,33,13,9,1,1,1,
8/14/2015,entrance4,12,21,12,9,3,,,
8/14/2015,gate3,13,,,,,,,2
8/14/2015,gate4,14,,,,,,,2
8/14/2015,gate5,15,,,,,,,4
8/14/2015,gate6,33,,,,,,,2
8/14/2015,gate7,34,,,,,,,2
8/14/2015,gate8,16,,,,,,,4
8/14/2015,general-gate1,17,44,32,16,1,,1,
8/14/2015,general-gate2,18,44,32,16,1,,1,
8/14/2015,general-gate3,19,2,1,1,,,,
8/14/2015,general-gate4,20,31,28,12,1,,,
8/14/2015,general-gate5,21,30,16,11,1,,,2
8/14/2015,general-gate6,22,9,5,2,,,,2
8/14/2015,general-gate7,23,50,34,15,1,,,
8/14/2015,ranger-base,24,,,,,,,4
8/14/2015,ranger-stop0,25,44,32,16,1,,1,
8/14/2015,ranger-stop2,26,44,32,16,1,,1,
8/14/2015,ranger-stop3,27,,,,,,,2
8/14/2015,ranger-stop5,29,,,,,,,2
8/14/2015,ranger-stop6,30,,,,,,,4
8/14/2015,ranger-stop7,36,,,,,,,2
8/15/2015,camping0,1,3,5,2,,,,
8/15/2015,camping1,37,2,,,,,,
8/15/2015,camping2,2,17,6,6,,,,
8/15/2015,camping3,3,7,1,2,,,,
8/15/2015,camping4,31,9,5,5,,,,
8/15/2015,camping5,4,15,3,3,,,,
8/15/2015,camping6,5,12,6,4,,,,
8/15/2015,camping7,6,7,1,1,,,,
8/15/2015,camping8,7,15,2,10,,,,1
8/15/2015,entrance0,8,15,10,12,2,1,,
8/15/2015,entrance1,9,18,10,6,2,1,,
8/15/2015,entrance2,10,23,10,10,1,2,1,
8/15/2015,entrance3,11,35,13,15,,3,,
8/15/2015,entrance4,12,20,11,7,5,1,1,
8/15/2015,gate3,13,,,,,,,4
8/15/2015,gate4,14,,,,,,,2
8/15/2015,gate5,15,,,,,,,4
8/15/2015,gate6,33,,,,,,,2
8/15/2015,gate7,34,,,,,,,2
8/15/2015,gate8,16,,,,,,,4
8/15/2015,general-gate0,38,2,,,,,,
8/15/2015,general-gate1,17,53,16,21,4,1,,
8/15/2015,general-gate2,18,53,16,21,4,1,,
8/15/2015,general-gate3,19,3,1,3,,,,1
8/15/2015,general-gate4,20,32,17,15,2,,,
8/15/2015,general-gate5,21,29,9,11,4,,,3
8/15/2015,general-gate6,22,7,1,1,,,,
8/15/2015,general-gate7,23,53,22,22,2,1,,
8/15/2015,ranger-base,24,,,,,,,4
8/15/2015,ranger-stop0,25,53,16,21,4,1,,
8/15/2015,ranger-stop2,26,53,16,21,4,1,,
8/15/2015,ranger-stop3,27,,,,,,,4
8/15/2015,ranger-stop5,29,,,,,,,2
8/15/2015,ranger-stop6,30,,,,,,,4
8/15/2015,ranger-stop7,36,,,,,,,2
8/16/2015,camping0,1,10,1,2,,,,
8/16/2015,camping1,37,4,2,,,,,
8/16/2015,camping2,2,13,5,8,,,,2
8/16/2015,camping3,3,7,5,4,,,,
8/16/2015,camping4,31,10,1,1,,,,
8/16/2015,camping5,4,15,7,4,,,,
8/16/2015,camping6,5,14,3,4,,,,
8/16/2015,camping7,6,7,6,5,,,,
8/16/2015,camping8,7,9,5,5,,,,
8/16/2015,entrance0,8,18,11,10,1,,,
8/16/2015,entrance1,9,17,5,5,,1,,
8/16/2015,entrance2,10,21,14,7,,4,,
8/16/2015,entrance3,11,29,10,15,1,3,,
8/16/2015,entrance4,12,20,14,7,,2,,
8/16/2015,gate3,13,,,,,,,4
8/16/2015,gate4,14,,,,,,,2
8/16/2015,gate5,15,,,,,,,4
8/16/2015,gate6,33,,,,,,,4
8/16/2015,gate7,34,,,,,,,2
8/16/2015,gate8,16,,,,,,,8
8/16/2015,general-gate0,38,4,,,,,,
8/16/2015,general-gate1,17,49,22,20,,4,,4
8/16/2015,general-gate2,18,49,22,20,,4,,4
8/16/2015,general-gate3,19,1,1,,,,,
8/16/2015,general-gate4,20,39,17,13,,1,,4
8/16/2015,general-gate5,21,24,12,10,,1,,8
8/16/2015,general-gate6,22,7,6,5,,,,
8/16/2015,general-gate7,23,58,23,19,,1,,6
8/16/2015,ranger-base,24,,,,,,,8
8/16/2015,ranger-stop0,25,49,22,20,,4,,6
8/16/2015,ranger-stop2,26,49,22,20,,4,,6
8/16/2015,ranger-stop3,27,,,,,,,4
8/16/2015,ranger-stop4,28,,,,,,,4
8/16/2015,ranger-stop5,29,,,,,,,2
8/16/2015,ranger-stop6,30,,,,,,,4
8/16/2015,ranger-stop7,36,,,,,,,2
8/17/2015,camping0,1,4,2,2,,,,
8/17/2015,camping1,37,2,2,,,,,
8/17/2015,camping2,2,4,4,4,,,,
8/17/2015,camping3,3,11,4,2,,,,2
8/17/2015,camping4,31,7,9,5,,,,
8/17/2015,camping5,4,6,1,2,,,,
8/17/2015,camping6,5,3,1,1,,,,
8/17/2015,camping7,6,9,,2,,,,
8/17/2015,camping8,7,6,1,7,,,,2
8/17/2015,entrance0,8,12,6,10,3,,,
8/17/2015,entrance1,9,14,2,10,2,2,,
8/17/2015,entrance2,10,19,9,8,3,4,,
8/17/2015,entrance3,11,27,17,6,3,2,,
8/17/2015,entrance4,12,14,6,8,3,2,,
8/17/2015,gate0,39,,,,,,,1
8/17/2015,gate1,40,,,,,,,1
8/17/2015,gate2,32,,,,,,,2
8/17/2015,gate3,13,,,,,,,6
8/17/2015,gate4,14,,,,,,,4
8/17/2015,gate5,15,,,,,,,5
8/17/2015,gate6,33,,,,,,,3
8/17/2015,gate7,34,,,,,,,2
8/17/2015,gate8,16,,,,,,,6
8/17/2015,general-gate0,38,1,2,,,,,
8/17/2015,general-gate1,17,39,17,12,4,4,,3
8/17/2015,general-gate2,18,39,17,12,4,4,,5
8/17/2015,general-gate3,19,,1,4,,,,2
8/17/2015,general-gate4,20,27,9,13,2,2,,2
8/17/2015,general-gate5,21,18,7,7,2,1,,5
8/17/2015,general-gate6,22,9,,2,,,,
8/17/2015,general-gate7,23,42,20,17,2,2,,4
8/17/2015,ranger-base,24,,,,,,,6
8/17/2015,ranger-stop0,25,39,17,12,4,4,,6
8/17/2015,ranger-stop1,35,,,,,,,2
8/17/2015,ranger-stop2,26,39,17,12,4,4,,4
8/17/2015,ranger-stop3,27,,,,,,,6
8/17/2015,ranger-stop4,28,,,,,,,2
8/17/2015,ranger-stop5,29,,,,,,,4
8/17/2015,ranger-stop6,30,,,,,,,6
8/17/2015,ranger-stop7,36,,,,,,,2
8/18/2015,camping0,1,2,3,4,,,,
8/18/2015,camping1,37,4,,,,,,
8/18/2015,camping2,2,6,8,5,,,,
8/18/2015,camping3,3,13,2,,,,,
8/18/2015,camping4,31,17,3,2,,,,
8/18/2015,camping5,4,16,6,4,,,,
8/18/2015,camping6,5,12,4,3,,,,
8/18/2015,camping7,6,8,1,1,,,,
8/18/2015,camping8,7,5,7,1,,,,1
8/18/2015,entrance0,8,26,12,9,3,2,1,
8/18/2015,entrance1,9,19,12,6,1,,,
8/18/2015,entrance2,10,19,11,6,3,2,,
8/18/2015,entrance3,11,29,12,10,2,,1,
8/18/2015,entrance4,12,14,19,4,4,,,
8/18/2015,gate3,13,,,,,,,2
8/18/2015,gate4,14,,,,,,,2
8/18/2015,gate5,15,,,,,,,2
8/18/2015,gate8,16,,,,,,,2
8/18/2015,general-gate0,38,4,,,,,,
8/18/2015,general-gate1,17,48,22,12,6,2,,
8/18/2015,general-gate2,18,48,22,12,7,2,,
8/18/2015,general-gate3,19,1,2,,,,,1
8/18/2015,general-gate4,20,34,20,9,1,,,
8/18/2015,general-gate5,21,26,15,6,4,,,1
8/18/2015,general-gate6,22,8,1,1,,,,
8/18/2015,general-gate7,23,53,29,17,1,,,
8/18/2015,ranger-base,24,,,,,,,2
8/18/2015,ranger-stop0,25,48,22,12,7,2,,
8/18/2015,ranger-stop2,26,48,22,12,7,2,,
8/18/2015,ranger-stop3,27,,,,,,,2
8/18/2015,ranger-stop5,29,,,,,,,2
8/18/2015,ranger-stop6,30,,,,,,,2
8/19/2015,camping0,1,4,2,1,,,,
8/19/2015,camping2,2,8,2,2,,,,
8/19/2015,camping3,3,11,3,,,,,
8/19/2015,camping4,31,17,3,3,,,,
8/19/2015,camping5,4,15,4,4,,,,
8/19/2015,camping6,5,9,2,2,,,,
8/19/2015,camping7,6,13,4,4,,,,
8/19/2015,camping8,7,9,1,7,,,,1
8/19/2015,entrance0,8,19,6,1,4,3,1,
8/19/2015,entrance1,9,22,9,5,3,1,1,
8/19/2015,entrance2,10,21,6,6,4,1,,
8/19/2015,entrance3,11,34,9,8,4,1,,
8/19/2015,entrance4,12,20,7,5,4,,,
8/19/2015,gate3,13,,,,,,,2
8/19/2015,gate4,14,,,,,,,2
8/19/2015,gate5,15,,,,,,,4
8/19/2015,gate6,33,,,,,,,2
8/19/2015,gate8,16,,,,,,,4
8/19/2015,general-gate1,17,44,16,14,9,1,,
8/19/2015,general-gate2,18,44,16,14,8,1,,
8/19/2015,general-gate3,19,3,,1,,,,1
8/19/2015,general-gate4,20,39,14,10,2,1,1,
8/19/2015,general-gate5,21,28,10,9,4,,,1
8/19/2015,general-gate6,22,13,4,4,,,,
8/19/2015,general-gate7,23,61,18,15,3,1,1,2
8/19/2015,ranger-base,24,,,,,,,4
8/19/2015,ranger-stop0,25,44,16,14,8,1,,
8/19/2015,ranger-stop2,26,44,16,14,8,1,,
8/19/2015,ranger-stop3,27,,,,,,,2
8/19/2015,ranger-stop4,28,,,,,,,2
8/19/2015,ranger-stop5,29,,,,,,,2
8/19/2015,ranger-stop6,30,,,,,,,4
8/20/2015,camping0,1,3,7,1,,,,
8/20/2015,camping1,37,2,,,,,,
8/20/2015,camping2,2,2,1,3,,,,
8/20/2015,camping3,3,6,4,6,,,,
8/20/2015,camping4,31,9,4,1,,,,
8/20/2015,camping5,4,18,7,7,,,,
8/20/2015,camping6,5,6,,5,,,,
8/20/2015,camping7,6,6,4,,,,,
8/20/2015,camping8,7,7,4,3,,,,1
8/20/2015,entrance0,8,12,13,7,3,,2,
8/20/2015,entrance1,9,11,5,6,1,,1,
8/20/2015,entrance2,10,15,8,9,2,,1,
8/20/2015,entrance3,11,21,8,13,3,,2,
8/20/2015,entrance4,12,14,7,6,1,,2,
8/20/2015,gate3,13,,,,2,,,4
8/20/2015,gate4,14,,,,,,,2
8/20/2015,gate5,15,,,,2,,,4
8/20/2015,gate6,33,,,,2,,,2
8/20/2015,gate7,34,,,,,,,2
8/20/2015,gate8,16,,,,,,,4
8/20/2015,general-gate0,38,2,,,,,,
8/20/2015,general-gate1,17,38,15,16,3,,1,
8/20/2015,general-gate2,18,38,15,16,3,,1,
8/20/2015,general-gate3,19,2,1,,,,,1
8/20/2015,general-gate4,20,31,15,11,1,,1,
8/20/2015,general-gate5,21,21,8,6,3,,1,3
8/20/2015,general-gate6,22,6,4,,,,,
8/20/2015,general-gate7,23,46,23,19,1,,1,
